Source	Target	IntType	TrueNNVeri	Weight
miR-1	DPY19L1	Activate	1	0.747308
miR-1	DST	Activate	0	0.061457
miR-1	DUOX1	Activate	0	0.320811
miR-1	DUS3L	Activate	0	0.096887
miR-1	DYNLT1	Activate	0	0.119402
miR-1	ECM2	Activate	0	0.074572
miR-1	EFHD1	Activate	0	0.289422
miR-1	EHD1	Activate	0	0.092940
miR-1	EID3	Activate	0	0.201848
miR-1	EIF5	Activate	0	0.062585
miR-1	ENO2	Activate	0	0.360333
miR-1	EPS15	Activate	0	0.005313
miR-1	EWSR1	Activate	0	0.045560
miR-1	EXD3	Activate	0	0.003659
miR-1	F2RL2	Activate	0	0.415601
miR-1	FAM117B	Activate	0	0.185470
miR-1	FAM120A	Activate	0	0.311405
miR-1	FAM120C	Activate	0	0.163825
miR-1	FAM122B	Activate	0	0.057015
miR-1	FAM122C	Activate	0	0.246626
miR-1	FAM149B1	Activate	0	0.124466
miR-1	FAM230A	Activate	0	0.078469
miR-1	FAM69A	Activate	0	0.270690
miR-1	FBRSL1	Activate	0	0.105374
miR-1	FBXW2	Activate	0	0.066511
miR-1	FGF17	Activate	0	0.319551
miR-1	FKBPL	Activate	0	0.050920
miR-1	FLJ41455	Activate	0	0.317960
miR-1	FMNL1	Activate	0	0.096243
miR-1	FNDC1	Activate	0	0.229592
miR-1	FOXJ1	Activate	0	0.241431
miR-1	FOXP1	Activate	1	0.870225
miR-1	FRMPD1	Activate	0	0.124577
miR-1	FSHR	Activate	0	0.399585
miR-1	GAFA1	Activate	0	0.122391
miR-1	GATAD2A	Activate	0	0.072525
miR-1	GCN1L1	Activate	0	0.001529
miR-1	GIT2	Activate	0	0.107228
miR-1	GKN1	Activate	0	0.285628
miR-1	GLDN	Activate	0	0.374301
miR-1	GLI3	Activate	0	0.187951
miR-1	GLT8D2	Activate	0	0.137047
miR-1	GNAI3	Activate	1	0.132783
miR-1	GNG2	Activate	0	0.305113
miR-1	GOLGA8K	Activate	0	0.343306
miR-1	GPCPD1	Activate	0	0.085410
miR-1	GPM6B	Activate	0	0.037502
miR-1	GPR143	Activate	0	0.132042
miR-1	GPR64	Activate	0	0.118464
miR-1	GPT2	Activate	0	0.144257
miR-1	GSG1	Activate	0	0.233600
miR-1	GUCA1B	Activate	0	0.239863
miR-1	GXYLT1	Activate	0	0.226661
miR-1	HCN4	Activate	1	0.168137
miR-1	HFE	Activate	0	0.352432
miR-1	HIST2H2BA	Activate	0	0.113756
miR-1	HMGN1	Activate	1	0.857123
miR-1	HSPA5	Activate	0	0.044689
miR-1	HTRA3	Activate	0	0.080893
miR-1	HYDIN	Activate	0	0.155995
miR-1	INTS6	Activate	1	0.722699
miR-1	IPMK	Activate	0	0.230075
miR-1	ISPD	Activate	0	0.248561
miR-1	JAZF1	Activate	0	0.169178
miR-1	KANSL1	Activate	0	0.204306
miR-1	KAT7	Activate	0	0.128843
miR-1	KAZN	Activate	0	0.194427
miR-1	KCND1	Activate	1	0.078914
miR-1	KCNJ3	Activate	0	0.287878
miR-1	KCNK1	Activate	0	0.418672
miR-1	KCNK6	Activate	0	0.190745
miR-1	KCNMA1	Activate	0	0.197499
miR-1	KIAA0754	Activate	0	0.219607
miR-1	KIAA1147	Activate	0	0.262887
miR-1	KIAA1161	Activate	0	0.000003
miR-1	KIAA1598	Activate	1	0.500693
miR-1	KIAA1731NL	Activate	0	0.261997
miR-1	KIF19	Activate	0	0.273180
miR-1	KRBOX4	Activate	0	0.196491
miR-1	LCE2D	Activate	0	0.189192
miR-1	LEFTY2	Activate	0	0.059328
miR-1	LEPROTL1	Activate	0	0.008503
miR-1	LGALS7	Activate	0	0.079668
miR-1	LINC00493	Activate	0	0.082394
miR-1	LIPF	Activate	0	0.204036
miR-1	LNP1	Activate	0	0.039793
miR-1	LOC100128668	Activate	0	0.167513
miR-1	LOC100129900	Activate	0	0.209187
miR-1	LOC100130357	Activate	0	0.136716
miR-1	LOC100130451	Activate	0	0.145557
miR-1	LOC100288842	Activate	0	0.018771
miR-1	LOC100505549	Activate	0	0.138796
miR-1	LOC100507209	Activate	0	0.274945
miR-1	LOC100509780	Activate	0	0.001061
miR-1	LRRCC1	Activate	0	0.072637
miR-1	LRRK2	Activate	0	0.225653
miR-1	LSG1	Activate	0	0.175233
miR-1	MAB21L1	Activate	1	0.268234
miR-1	MAD1L1	Activate	0	0.182719
miR-1	MAPRE2	Activate	0	0.114512
miR-1	MAST4	Activate	1	0.058604
miR-1	MBL2	Activate	0	0.156143
miR-1	MDGA1	Activate	0	0.042670
miR-1	MIA	Activate	0	0.076853
miR-1	MINPP1	Activate	1	0.779287
miR-1	MITF	Activate	0	0.089517
miR-1	MKL2	Activate	0	0.264492
miR-1	MOBP	Activate	1	0.236748
miR-1	MORF4L1	Activate	0	0.000096
miR-1	MPRIP	Activate	1	0.322168
miR-1	MRC2	Activate	1	1.372289
miR-1	MS4A1	Activate	1	0.274109
miR-1	MUC20	Activate	0	0.127932
miR-1	MYF5	Activate	0	0.250946
miR-1	MYLK	Activate	1	0.775028
miR-1	MYLK4	Activate	0	0.017010
miR-1	MYOCD	Activate	1	0.854964
miR-1	NBEAL1	Activate	0	0.135918
miR-1	NCKAP5	Activate	0	0.200782
miR-1	NEB	Activate	0	0.657260
miR-1	NES	Activate	0	0.054046
miR-1	NEUROD2	Activate	0	0.184132
miR-1	NKAIN3	Activate	0	0.154708
miR-1	NNT	Activate	0	0.272517
miR-1	NOTCH1	Inhabit	0	-14.103114
miR-1	NPAS3	Activate	0	0.097472
miR-1	NPM2	Activate	0	0.270083
miR-1	NPTN	Activate	1	0.009760
miR-1	NPW	Activate	0	0.024041
miR-1	NRK	Activate	0	0.300132
miR-1	NRXN1	Activate	0	0.182642
miR-1	NSMCE2	Activate	0	0.043614
miR-1	NTN1	Activate	0	0.120611
miR-1	NUPL2	Inhabit	0	-11.085493
miR-1	NXF1	Activate	0	0.052061
miR-1	OGFRL1	Activate	0	0.033243
miR-1	OR10H5	Activate	0	0.146282
miR-1	OR2AT4	Activate	0	0.096629
miR-1	OR51G2	Activate	0	0.145612
miR-1	OR51I1	Activate	0	0.040525
miR-1	OR8H3	Activate	0	0.258909
miR-1	OSBP2	Activate	0	0.184369
miR-1	PANX1	Activate	0	0.249949
miR-1	PAPD5	Activate	1	0.163783
miR-1	PARD3B	Activate	0	0.002025
miR-1	PAXBP1	Activate	1	0.801813
miR-1	PBX3	Activate	0	0.215127
miR-1	PCDHGA8	Activate	0	0.330438
miR-1	PCOLCE2	Activate	0	0.122663
miR-1	PCSK6	Activate	0	0.013672
miR-1	PDE4D	Activate	0	0.443373
miR-1	PDIA2	Activate	0	0.129517
miR-1	PDIA3	Activate	1	27.270578
miR-1	PDS5A	Activate	0	0.182837
miR-1	PHACTR2	Activate	0	0.286884
miR-1	PHF20L1	Activate	1	0.313266
miR-1	PHLDB2	Activate	1	0.533032
miR-1	PIRT	Activate	0	0.083046
miR-1	PKD1L1	Activate	1	0.547236
miR-1	PLCB2	Activate	0	0.129689
miR-1	PLG	Activate	0	0.160099
miR-1	PLGLB1	Activate	0	0.327602
miR-1	PLP1	Activate	0	0.266876
miR-1	PLXDC1	Activate	0	0.287526
miR-1	PLXNA4	Activate	1	0.068223
miR-1	PMEPA1	Activate	0	0.295188
miR-1	PODN	Activate	0	0.086610
miR-1	PPIP5K1	Activate	0	0.389970
miR-1	PPM1K	Activate	0	0.157856
miR-1	PPP1R21	Activate	0	0.221808
miR-1	PRO2012	Activate	0	0.220825
miR-1	PRRC2C	Activate	0	0.289367
miR-1	PTN	Activate	0	0.251925
miR-1	QKI	Activate	1	0.350438
miR-1	RAB33A	Activate	0	0.063592
miR-1	RABGAP1L	Activate	1	9.836205
