incR0	lncipediaID	Case1	Case2	Case3	control1	control2	control3
incR420	lnc-NCK2-1:1	1.9442761	2.6321886	2.1672087	0.8005911	1.8816452	1.3293647
incR421	lnc-NDUFS6-14:1	3.011303	2.833653	3.593175	1.9237033	2.862991	1.761373
incR422	lnc-NEK3-1:16	5.768177	5.1445727	5.2159696	4.664721	4.8322735	4.8652315
incR423	lnc-NKX1-1-2:1	6.7723727	6.743532	6.8863564	6.466708	6.283791	6.328039
incR424	lnc-NKX2-8-3:1	1.180547	1.7416747	1.6232921	1.0677168	1.0348611	1.0151491
incR425	lnc-NKX3-2-3:1	2.9534519	2.806311	1.7765546	1.3405752	0.8155223	1.6082059
incR426	lnc-NRIP3-2:1	6.0849247	5.4739466	5.636394	5.1488357	4.7320886	3.998527
incR427	lnc-NSMCE2-2:1	2.9832137	3.5427632	4.8273997	1.135708	2.7844126	2.2055697
incR428	lnc-NT5C-1:1	2.9604127	2.8560221	2.5474508	1.8187279	1.726721	1.8476207
incR429	lnc-NUDT4-7:1	11.188293	11.108798	11.34866	11.050702	10.64313	10.501467
incR430	lnc-NUMA1-1:1	3.1184468	3.0591786	2.9295928	1.0967773	0.965632	1.7087737
incR431	lnc-NVL-7:1	3.9812267	3.8937962	4.1053643	2.125194	3.338666	2.664185
incR432	lnc-NXPH2-3:1	1.8460572	1.8355457	2.2351935	0.940999	0.9565635	1.16522
incR433	lnc-OBFC1-2:1	2.213033	2.8443055	2.7550328	0.976274	1.935533	2.1035104
incR434	lnc-ODZ4-6:1	4.588683	4.6255674	4.283869	3.9301758	4.019718	4.0555897
incR435	lnc-OIT3-2:1	4.0565724	4.751987	4.3087935	3.7639954	3.7539775	3.6380544
incR436	lnc-OIT3-2:1	4.322976	4.0834665	3.7141504	3.2112584	2.9217098	3.3395283
incR437	lnc-OPRL1-5:1	5.9151583	6.2648716	6.4069533	5.863419	5.751588	5.5847716
incR438	lnc-OR4C12-2:1	4.321349	4.765819	4.2018633	1.8289981	3.2576518	3.2349699
incR439	lnc-OR4F16-3:6	5.9146323	5.937765	5.74887	5.5045567	5.2317476	5.3030844
incR440	lnc-OR5H1-1:1	3.3111596	3.5336833	3.6941032	2.8495655	2.8742077	2.9022431
incR441	lnc-OTOA-1:1	3.9830658	4.343893	3.7038374	3.3430257	3.451993	3.011871
incR442	lnc-OTX2-7:1	2.9477663	3.1778388	3.2322087	2.5976932	2.6801207	2.521532
incR443	lnc-OXGR1-6:1	2.4801152	2.3793087	2.7347484	1.08899	1.5093898	1.5643835
incR444	lnc-PABPC1-3:1	6.465567	6.1576977	6.7257557	5.6645093	5.5226946	5.9679823
incR445	lnc-PACRG-3:1	1.4910228	1.8271494	2.323394	1.2696395	1.1607335	1.0835805
incR446	lnc-PAGE1-2:1	2.9747	3.4661098	3.0878036	2.4521239	2.5502946	1.1206393
incR447	lnc-PAH-3:1	1.3541845	1.8000323	1.4570035	1.0611656	1.0335068	1.2202872
incR448	lnc-PAICS-4:1	4.83561	4.7543583	4.485766	4.185048	4.130056	4.3688927
incR449	lnc-PARP1-4:1	2.4849267	2.1789064	1.9445585	1.1163678	1.0905424	1.0997454
incR450	lnc-PAWR-9:2	5.341796	5.778022	5.039611	4.9277143	4.603704	4.7273703
incR451	lnc-PCSK7-2:1	3.874203	3.4793024	2.6833055	1.5827131	1.0406452	2.2245078
incR452	lnc-PDCD4-5:1	6.0173497	5.792984	5.295586	4.547904	4.664419	4.835272
incR453	lnc-PDLIM3-6:3	4.468357	4.7693443	4.617311	4.479311	3.9952679	3.7512684
incR454	lnc-PDZD8-6:1	2.5149379	2.754432	2.7056317	1.9618957	0.8730642	1.9950407
incR455	lnc-PELI2-2:2	3.5171292	2.9377222	2.9144614	1.7488228	2.2513938	2.1108577
incR456	lnc-PER2-6:1	2.9321752	2.7403867	2.8765879	2.538322	1.7793065	2.064788
incR457	lnc-PEX19-3:1	4.138167	2.8156824	4.0754137	2.73965	2.4831452	2.6305513
incR458	lnc-PEX3-3:1	3.8536916	4.3821993	4.6191053	3.4870276	3.834611	2.8132563
incR459	lnc-PGAP1-2:1	4.159644	3.6687248	3.4827194	2.7814522	2.7379546	3.3169317
incR460	lnc-PHF14-1:13	3.428557	3.5150323	3.9309795	3.0481944	2.7642553	3.1481352
incR461	lnc-PHF20L1-6:1	2.6859124	2.0948982	1.7481892	1.6569103	1.3000126	1.4583873
incR462	lnc-PHF20L1-8:1	3.7811456	4.010417	3.1098514	2.7198238	1.4537895	2.552947
incR463	lnc-PHF6-1:1	3.1939688	2.473198	2.7822776	1.6818123	1.875616	1.8700427
incR464	lnc-PHOX2B-7:1	4.6208825	5.022381	4.9334016	4.256601	4.4714007	4.4036055
incR465	lnc-PIK3C3-13:1	7.2349787	7.5541945	7.4090433	7.1645484	6.751007	6.8072844
incR466	lnc-PIWIL4-1:1	1.7193036	2.053113	2.450062	1.7542976	1.3268543	1.2731537
incR467	lnc-PKDCC-1:1	3.9870024	4.1115165	4.3479204	3.7517087	3.7665217	3.0259826
incR468	lnc-PKLR-6:1	3.5792427	2.4000964	2.6280181	2.2237678	1.71409	1.6399355
incR469	lnc-PLCB4-3:1	4.644927	4.3815374	4.2314577	3.2983422	2.8786802	2.9074116
incR470	lnc-PLCE1-2:1	3.685342	3.828592	4.060022	2.49636	3.1580498	3.293883
incR471	lnc-PLDN-1:1	6.404507	6.3031106	6.379621	6.2450027	5.720092	5.958248
incR472	lnc-PLEKHA5-4:1	2.5737946	2.0873957	1.548651	1.0916216	1.2507162	1.0866228
incR473	lnc-PLEKHB2-4:1	3.135816	3.7940872	3.8446684	1.5361946	2.4990048	2.6847637
incR474	lnc-PLEKHF2-3:1	4.811467	4.507172	4.0012655	3.7680194	3.395636	3.641567
incR475	lnc-PLEKHO1-3:1	2.787722	2.767393	2.227861	1.0821509	2.0436063	1.6221256
incR476	lnc-PLK3-1:1	4.591267	4.3793535	4.6341653	4.2971234	4.021772	3.825639
incR477	lnc-PNMA2-2:4	4.5989776	4.2263947	4.277832	3.7368922	2.8459623	1.5748928
incR478	lnc-POC5-3:1	3.4505658	3.1300154	3.0042481	2.6852787	2.811119	2.3789575
incR479	lnc-POT1-3:1	1.9182575	1.795461	1.6555521	1.1084146	1.4396452	1.2407404
incR480	lnc-PPIE-4:1	2.1471786	1.769646	2.1422648	0.9802454	0.8455039	0.8322913
incR481	lnc-PPP4R2-9:1	4.7981367	4.3345237	3.7586248	3.4196527	3.4169195	3.474813
incR482	lnc-PPT1-1:1	1.976707	2.0133295	3.1671817	1.6546025	0.8472073	0.86161584
incR483	lnc-PQLC3-2:1	2.4206195	1.802536	1.7415967	1.1106108	1.079588	1.1145576
incR484	lnc-PRDM11-2:1	5.626492	5.0213823	5.543988	4.915716	4.9639626	4.774078
incR485	lnc-PRDM2-2:1	2.7611353	2.1078537	3.0858068	0.9288925	1.780409	0.9225962
incR486	lnc-PRKACG-6:1	3.6041322	4.04406	3.4817553	3.1432161	2.8296037	3.0776014
incR487	lnc-PRKAR1A-6:1	5.4638715	5.5155144	5.7288713	5.393142	4.9670005	4.7113113
incR488	lnc-PRPF39-3:1	2.7971044	2.5686903	2.091773	0.8077138	1.8656242	1.884549
incR489	lnc-PRR4-1:14	2.5735517	2.9328208	2.4514232	1.1066878	1.2103547	2.2032137
incR490	lnc-PRR4-1:7	5.494705	5.235883	4.6917567	4.3260856	4.0915895	4.0841513
incR491	lnc-PRR4-1:8	3.8200338	2.8064167	2.722343	2.0235589	1.5191973	2.1399808
incR492	lnc-PRRT4-3:2	5.487177	5.193788	5.0982924	4.9495287	4.6207495	4.585681
incR493	lnc-PSD3-1:4	7.645025	7.479188	7.6468472	6.9711633	7.0641656	7.054718
incR494	lnc-PSMD14-3:3	4.279295	4.1977983	3.448668	3.050748	2.8708332	3.6062236
incR495	lnc-PSMD6-1:1	2.5471618	1.7336965	2.2709932	0.8162483	1.3066458	0.80674404
incR496	lnc-PSMG1-4:4	3.8613796	3.477595	3.7127113	3.1193562	3.5044165	3.0658927
incR497	lnc-PSMG4-4:1	1.8984877	1.5516213	1.4590272	1.0993598	1.1600064	1.1676201
incR498	lnc-PTAFR-2:1	6.7978163	6.8747673	6.9713955	6.448597	6.3282576	6.0991364
incR499	lnc-PTH1R-1:1	5.056053	5.125969	5.2098026	4.9234076	4.2555785	4.678874
incR500	lnc-PTK2-4:1	4.161262	3.571692	4.1917415	2.865837	3.2942514	3.2702434
incR501	lnc-PTP4A1-2:1	3.0604744	3.1304867	3.2863317	0.9381158	2.190665	0.9131321
incR502	lnc-PTP4A1-8:1	6.169314	6.1695724	5.726154	5.7764273	5.1094465	5.2592707
incR503	lnc-PTPLB-2:1	3.1739368	3.4073212	3.9118593	2.3767233	1.943912	1.9617019
incR504	lnc-PTPLB-5:1	3.6062236	3.6961544	3.356213	2.7486916	3.0400116	3.2581084
incR505	lnc-PTPRT-3:1	4.7023883	4.3954062	4.9775195	4.340125	3.0027297	3.177046
incR506	lnc-PTPRZ1-12:1	6.5276937	6.852274	6.601719	6.4256783	6.115262	6.2397437
incR507	lnc-PUM1-3:1	2.9697144	1.9252245	2.0790033	1.5315644	1.5931106	1.1838369
incR508	lnc-PWWP2B-2:4	3.9648912	3.5948684	3.8327804	3.171854	2.9666903	3.0287392
incR509	lnc-PYDC2-5:1	4.024983	3.75093	2.98564	2.7838593	3.0387707	2.4116967
incR510	lnc-QKI-2:1	2.5425901	2.5497556	1.562927	1.3228538	1.1210752	1.1044446
incR511	lnc-QKI-2:5	2.885854	3.3199565	2.95525	2.3603814	1.7383251	2.2679586
incR512	lnc-RAB11A-2:1	5.3523664	5.466589	5.6753926	5.231999	4.997117	5.0103006
incR513	lnc-RAB28-5:1	7.6409836	7.6117477	7.706175	7.391281	7.1586995	7.220427
incR514	lnc-RAB33B-4:1	3.1198962	3.254473	3.0822203	2.2794108	2.4376233	2.4054232
incR515	lnc-RAD50-1:1	6.4369774	6.0194373	5.9610076	5.6042037	5.4243894	5.4899573
incR516	lnc-RAD51AP1-2:5	1.6226187	1.062653	1.4807879	0.93474084	0.98067105	0.9251562
incR517	lnc-RALB-6:1	9.304065	9.222533	9.197652	6.469047	7.3574314	8.787119
incR518	lnc-RASGEF1B-1:2	2.4077957	2.6608546	2.6712217	1.0155542	2.1753013	0.9811418
incR519	lnc-RAVER2-3:1	4.78841	4.3347096	5.126315	4.158707	3.5449705	2.3882492
incR520	lnc-RBL2-2:1	3.078115	3.2556224	3.4262712	2.2723093	2.9369648	2.8750246
incR521	lnc-RBM11-1:1	2.5687723	1.3060793	2.7756512	0.8962347	0.9885633	0.9530412
incR522	lnc-RBMS1-9:1	1.9961845	2.237961	2.1460357	1.8037457	0.98516864	0.94116426
incR523	lnc-RBMX2-3:1	2.3592558	2.0200856	1.9246616	1.8090817	1.3047572	1.6285125
incR524	lnc-RCN1-2:1	3.083369	3.2704897	2.7767434	2.5117006	1.7836215	2.319511
incR525	lnc-REP15-1:1	3.5589757	3.6606822	3.4873366	2.588408	3.2713618	3.206397
incR526	lnc-RERGL-3:1	3.1443021	3.3782787	3.1891806	2.5995774	2.5660746	2.1172757
incR527	lnc-RFWD2-4:1	2.972406	2.6011384	3.1432161	2.5361314	2.1589887	1.5547488
incR528	lnc-RGAG1-3:1	4.549231	4.7723246	4.938291	3.453363	4.328724	4.2795877
incR529	lnc-RGMA-6:1	1.089832	1.7435738	1.5010715	0.85271645	0.8882225	0.86006945
incR530	lnc-RGS9-9:1	5.1911583	5.373658	5.0608625	5.042934	4.3693924	4.6733527
incR531	lnc-RHBG-1:1	2.435645	2.597837	2.9657068	0.97340363	2.103106	1.5649182
incR532	lnc-RNASE11-1:1	4.4761243	4.5993958	4.1995645	3.4568264	3.9800353	3.956094
incR533	lnc-RNF14-5:1	5.8593144	5.8038363	5.789258	4.9264703	5.466653	5.2772374
incR534	lnc-RNF146-1:1	5.466589	5.3100705	5.3586483	4.972309	4.9284773	4.8429174
incR535	lnc-RNF166-1:1	14.228101	13.85919	13.943185	13.592304	13.487043	13.547453
incR536	lnc-ROPN1L-4:1	4.4558854	4.5512094	4.3468275	3.5070333	4.1888237	3.8429275
incR537	lnc-RP11-116D17.1.1-6:1	3.1502166	2.6923957	3.2305758	1.1606321	1.4232482	2.662973
incR538	lnc-RP11-121M22.1.1-1:6	3.0445056	3.0941448	3.037612	2.4089813	2.242247	2.773721
incR539	lnc-RP11-15G16.1.1-3:1	3.2813067	3.1894066	2.856934	2.4985833	1.04516	2.016767
incR540	lnc-RP11-173D9.3.1-3:1	3.9837759	3.8300142	3.4022157	3.0026515	3.2279062	3.1612577
incR541	lnc-RP11-214N1.1.1-1:1	1.6684237	2.444978	1.8070345	0.9472276	1.0300866	0.93312144
incR542	lnc-RP11-324D17.2.1-3:1	6.398963	6.2101045	5.8777156	5.8223104	5.472395	5.7778015
incR543	lnc-RP11-350F16.2.1-10:1	3.8203382	4.773738	3.5783777	3.0923958	1.9413733	2.6248538
incR544	lnc-RP11-404P21.6.1-4:1	10.17645	9.940694	9.921295	9.466977	9.543085	9.521766
incR545	lnc-RP11-408E5.4.1-2:1	1.2749908	1.7374676	2.1314135	0.84816265	0.83168817	0.82246494
incR546	lnc-RP11-419C5.2.1-3:5	2.7814522	1.6322362	2.3540053	1.0943882	1.1264719	1.1376284
incR547	lnc-RP11-44L9.1.1-1:1	3.124265	3.713486	2.7567506	2.3256307	1.1643645	1.0304222
incR548	lnc-RP11-497E19.2.1-10:1	6.017762	5.8918223	6.0787587	5.1354876	4.8841968	5.205888
incR549	lnc-RP11-511B23.3.1-6:1	8.747483	8.553108	8.5274105	8.298626	8.181373	8.168663
incR550	lnc-RP11-716H6.1.1-1:1	2.8825917	1.9677048	1.5428561	0.95423466	1.0317711	0.96905583
incR551	lnc-RP3-377D14.1.1-10:1	4.147039	3.9891782	4.0405307	3.5763564	3.478907	3.8655477
incR552	lnc-RP9-1:1	4.569919	2.76077	3.1498618	2.001373	2.3496966	2.0234642
incR553	lnc-RPA3-6:1	5.014875	4.061741	4.2195773	3.6504905	3.8749783	3.1487892
incR554	lnc-RPL12-3:1	4.072916	3.7980413	4.138262	3.6787255	3.0746453	3.0747678
incR555	lnc-RPP14-2:1	7.510563	7.0485535	7.446175	6.8572693	6.8502617	6.531764
incR556	lnc-RREB1-7:1	3.4003158	2.6354606	2.7918396	1.5209607	2.4194376	1.2462037
incR557	lnc-RSL24D1-2:1	2.138467	2.4588935	1.5505849	1.689333	0.9118932	0.87037915
incR558	lnc-RSRC2-1:1	2.4736817	3.7529426	2.5145152	1.0150996	1.4401613	2.0640962
incR559	lnc-RUNX1-12:3	2.8852148	2.6489882	2.1678104	1.5802183	1.976707	1.8041404
incR560	lnc-RWDD3-4:1	8.776892	8.620411	8.355389	8.077678	8.214052	8.082531
incR561	lnc-SAMD5-2:2	2.4140441	2.3089054	2.461991	0.83573645	0.8055023	0.8102302
incR562	lnc-SAP30-19:1	2.8595483	5.4891195	4.115931	0.86998236	2.7055128	0.88704526
incR563	lnc-SAP30-20:1	2.401762	3.5377152	2.6985853	1.100443	1.1205018	1.1370407
incR564	lnc-SATB1-8:10	2.9772596	3.2975059	3.24236	2.4313319	2.159886	2.592727
incR565	lnc-SATB2-6:1	1.7983077	2.5209312	2.815757	1.1558139	1.1395514	1.1188014
incR566	lnc-SCN9A-3:1	2.0605214	1.6643665	1.4243609	0.8415902	0.83271015	1.3408059
incR567	lnc-SCRIB-1:1	7.0064006	6.859679	6.981885	6.476383	6.4515014	6.3861203
incR568	lnc-SCUBE3-2:1	2.3409207	2.51374	2.7899916	1.1539782	1.0070554	2.0055223
incR569	lnc-SDSL-7:1	3.0966487	2.502223	2.0950055	1.1482637	2.1761646	1.285061
incR570	lnc-SEC31B-3:1	2.2295446	2.0077221	2.628708	1.1001117	1.1251696	1.1433072
incR571	lnc-SEL1L3-1:3	1.4090936	2.1759732	1.5085512	0.89362586	0.8909737	0.8668827
incR572	lnc-SENP6-9:1	7.181772	6.990467	7.4242992	6.877507	6.765031	6.4799814
incR573	lnc-SGMS2-4:1	1.6623977	1.6253366	1.5804584	1.0973403	1.0981799	1.1205723
incR574	lnc-SH3BGRL2-6:1	4.666484	4.2997966	3.9095178	3.4315648	3.626241	3.0944831
incR575	lnc-SH3BGRL2-7:1	4.206322	4.646389	4.5588217	3.3038864	3.7997599	3.9760113
incR576	lnc-SLC11A2-4:1	5.7752304	5.6042495	5.8766565	5.5669856	4.7243013	5.047167
incR577	lnc-SLC16A7-2:1	2.6341248	3.289676	2.6707852	1.9243271	1.8113217	2.447382
incR578	lnc-SLC18A1-3:2	2.839038	2.6981435	2.7132792	0.90683377	1.2499892	0.9457072
incR579	lnc-SLC24A5-3:1	5.4511247	5.258334	6.506566	4.808732	4.8690615	4.482079
incR580	lnc-SLC25A21-4:1	3.1528826	3.707639	3.9965734	3.0160208	2.779725	3.0711927
incR581	lnc-SLC25A27-3:1	5.632449	6.3063197	5.7865534	5.276148	5.076598	5.42836
incR582	lnc-SLC30A10-10:1	3.6054146	3.333382	3.7138424	3.3135417	2.802729	2.24295
incR583	lnc-SLC30A5-3:1	3.1986277	3.2903557	3.0903919	2.3416238	2.2504697	1.2982242
incR584	lnc-SLC34A2-2:1	1.908779	2.381736	1.7285149	1.1084712	1.1156458	1.145987
incR585	lnc-SLC35F5-12:1	7.7780886	7.4668646	7.4512577	7.044652	7.08345	7.252538
incR586	lnc-SLC3A1-3:1	3.8155122	3.789505	3.040973	3.1215866	1.7238781	1.7423348
incR587	lnc-SLC45A4-3:2	2.0286272	2.5583904	1.602705	1.2016419	1.1521326	1.0698667
incR588	lnc-SLC47A1-5:2	6.000977	5.997389	6.1829042	5.871832	5.3847575	5.6719475
incR589	lnc-SLC48A1-4:1	9.850128	9.642231	9.549884	9.070663	9.060099	9.222355
incR590	lnc-SLC6A4-6:1	2.4000964	2.3632212	2.6030664	0.9726573	1.7725124	2.0507174
incR591	lnc-SLCO5A1-3:1	6.527386	6.680643	6.5676417	6.343624	5.8296185	5.7197485
incR592	lnc-SLMO1-1:3	2.6291006	2.9144115	3.140533	1.769135	0.8730844	2.2420678
incR593	lnc-SMARCAD1-3:1	4.598531	4.9230156	5.219138	4.2819185	4.3408055	4.225005
incR594	lnc-SMARCAL1-2:3	2.1329172	2.0536098	1.0102762	0.9104321	0.81328267	0.82726765
incR595	lnc-SMPD3-4:1	4.273789	4.6326346	4.739948	4.081658	4.2154303	4.136799
incR596	lnc-SMYD3-5:1	1.3261081	2.2908463	1.5122106	0.88279736	0.8848993	0.85963386
incR597	lnc-SNAP23-1:3	2.0790033	1.6129489	1.5142349	0.98984337	0.933415	0.96428365
incR598	lnc-SNAPC2-2:1	3.097496	3.1343033	2.7254896	2.1009743	2.6175604	2.4258285
incR599	lnc-SNX29P2-4:1	4.528658	4.6631746	4.7468204	4.236927	4.060093	4.3887477
incR600	lnc-SOCS4-1:1	3.0605843	1.9414324	3.338115	1.1533679	1.1320653	1.7050762
incR601	lnc-SOCS4-3:1	3.9468224	3.9268632	3.5453453	3.1972744	3.2129703	3.3481114
incR602	lnc-SORBS1-1:2	5.1874075	4.748212	4.6203995	3.9318323	4.1444216	3.9356723
incR603	lnc-SOX17-3:1	3.5216227	3.7309663	3.2662	2.7057302	3.2436924	2.779315
incR604	lnc-SOX9-3:1	5.9166217	5.800809	5.6987476	5.684115	5.1695495	5.1200266
incR605	lnc-SPOPL-13:1	8.589704	8.400408	8.561838	8.126103	7.9828453	8.241097
incR606	lnc-SPZ1-2:1	5.5299273	5.5979037	5.7434034	5.4116497	4.9218974	4.495883
incR607	lnc-SRF-4:1	2.8620872	3.2015386	2.7942877	1.2487762	2.517332	1.1359619
incR608	lnc-SS18L2-1:1	5.926257	5.682122	5.4800873	5.261141	4.9822664	5.1863003
incR609	lnc-SSTR2-5:1	11.73639	11.30651	11.582855	11.384363	10.802725	10.784979
incR610	lnc-SSTR4-18:1	9.979489	9.867166	9.745772	9.417015	9.298891	9.46978
incR611	lnc-ST8SIA4-9:1	6.658454	6.2105536	5.8712277	5.7391424	5.60547	5.4638715
incR612	lnc-STAC-3:1	1.6974647	1.0597304	1.2003243	0.81753904	0.83449453	0.8354517
incR613	lnc-STAT3-1:2	3.1914752	2.9776628	2.5209312	1.9218893	2.4837608	1.6188266
incR614	lnc-STAU1-5:1	1.5652494	1.6545619	2.1033723	1.0632107	1.1128494	1.1033043
incR615	lnc-STMN2-5:1	2.0506353	2.4540744	1.8973286	0.84207225	0.8847953	0.8436853
incR616	lnc-STOX2-2:1	3.6418962	3.7158294	2.8363829	2.4297404	2.5733626	2.4858105
incR617	lnc-STRADB-6:1	2.513032	1.4518638	2.0890172	1.5617492	0.84304017	1.0087762
incR618	lnc-STYK1-2:2	4.7518253	4.72603	5.254509	4.4601474	3.928235	4.3426743
incR619	lnc-SUDS3-1:1	3.2156858	3.274301	4.321659	1.0278721	2.0979474	2.0034528
incR620	lnc-SUN3-4:1	3.8482459	3.4637184	4.3525996	2.3769767	3.3656023	2.2749403
incR621	lnc-SYT2-2:1	4.10676	3.1521878	3.0815232	2.3789575	2.3639574	2.9076798
incR622	lnc-TBC1D30-1:1	2.6890166	2.0546985	1.6477399	0.8505413	0.8400198	0.95681494
incR623	lnc-TBC1D8-5:1	4.653944	4.344389	4.4368854	3.4459722	4.1143	4.0080547
incR624	lnc-TBX5-4:2	5.660981	5.2315187	5.879011	4.798382	5.161137	5.138869
incR625	lnc-TEAD4-5:1	6.6268377	6.3225718	6.410775	6.1978908	5.9236283	6.0601153
incR626	lnc-TEKT3-1:1	6.244129	6.14357	6.902491	4.7137733	5.4729657	5.4989247
incR627	lnc-TEKT4-2:1	9.460245	9.451164	9.599294	8.855997	9.19917	9.289272
incR628	lnc-TEX15-4:1	4.8413997	4.211084	3.7605245	3.3425064	2.383523	3.5096774
incR629	lnc-TFB2M-5:1	6.661201	6.704705	6.745741	6.5239973	5.7249036	6.1938777
incR630	lnc-TGFBR2-1:1	2.9459105	2.4721003	2.240882	2.149228	1.6221256	1.6257857
incR631	lnc-THSD4-6:1	5.2154207	5.3894095	5.172924	4.9601526	4.653483	4.595708
incR632	lnc-THUMPD3-11:1	3.883163	2.873881	3.2534816	2.4088378	1.836827	2.1163974
incR633	lnc-TLE3-4:1	10.354293	10.469964	10.547005	9.904871	9.964983	10.102245
incR634	lnc-TLX2-1:1	2.134147	2.0634158	2.4611235	1.9092371	1.2578342	1.6423393
incR635	lnc-TM9SF2-5:1	6.381058	6.1049557	5.905146	5.4166365	5.5419006	5.392453
incR636	lnc-TMCC1-3:1	4.6012797	4.481771	4.0408463	2.4114778	3.5421476	3.8365378
incR637	lnc-TMEM100-3:1	5.1165557	4.733852	4.580811	4.223803	4.0512023	4.370158
incR638	lnc-TMEM135-8:3	8.3045025	7.8975115	7.760169	7.3817167	7.5295124	7.202507
incR639	lnc-TMEM144-2:1	4.508694	5.026277	3.951563	3.2536006	3.751971	3.610377
incR640	lnc-TMEM14A-1:3	6.2131796	6.1973586	6.0583787	5.4160466	5.758211	5.8546143
incR641	lnc-TMEM163-3:1	3.039328	3.1589622	2.6518116	2.3545675	1.4088262	2.3196156
