incR0	lncipediaID	Case1	Case2	Case3	control1	control2	control3
incR153	lnc-CBWD3-1:1	2.1049504	3.0694726	2.593758	0.9152352	1.266963	0.8592704
incR154	lnc-CCDC37-3:1	6.4051075	6.342712	6.8056164	5.937913	5.896612	5.5720663
incR155	lnc-CCDC54-11:1	4.6603036	3.96775	4.78487	3.6896734	3.8006213	3.1754594
incR156	lnc-CCDC84-2:5	4.1657186	3.0116627	3.4161475	2.0041914	1.796065	2.8941603
incR157	lnc-CCDC85A-7:1	3.267808	3.2360024	3.5238044	2.9857588	2.5725589	2.7150164
incR158	lnc-CCDC88C-1:1	3.4394894	3.3493943	3.6475785	2.651142	2.7196393	2.7160249
incR159	lnc-CCK-6:1	5.187468	4.405134	4.595953	4.339799	4.018326	3.9855595
incR160	lnc-CCRL1-4:1	4.0935717	3.779337	3.1372838	2.8918402	2.5815675	2.5920978
incR161	lnc-CCT5-20:1	3.9715197	4.301652	4.1661363	3.5514576	3.555735	3.6012042
incR162	lnc-CCT5-21:1	3.4341497	2.8035116	2.510213	1.0494719	1.4289818	1.7770134
incR163	lnc-CD200-1:3	2.4674363	2.7996373	2.904565	0.84433496	1.1489801	1.1740099
incR164	lnc-CD38-6:1	3.5986814	4.104582	3.4699292	2.9329586	2.2116303	1.4946669
incR165	lnc-CD47-4:1	6.9646993	6.383444	6.286172	6.0027575	6.0203643	5.938696
incR166	lnc-CD47-8:1	6.8254986	6.8090067	6.264147	6.0770845	6.173302	6.1233087
incR167	lnc-CD83-3:1	4.833299	1.8017547	3.7156656	1.5112531	1.3266332	1.3831304
incR168	lnc-CD83-3:8	3.9919257	2.5965157	4.7546144	2.1080112	1.6848052	0.85692203
incR169	lnc-CD9-1:1	4.7322536	4.841877	4.632446	4.472383	3.6479962	3.854202
incR170	lnc-CDH8-8:1	4.4916797	4.2943335	4.5204983	4.2420616	4.082344	3.7527678
incR171	lnc-CELF2-5:1	3.2414541	2.459813	2.8791533	1.94281	1.4933292	1.0361183
incR172	lnc-CGRRF1-3:1	3.0580013	2.399303	2.2424486	0.832246	0.85668725	1.1939169
incR173	lnc-CHM-3:1	3.0057564	2.922742	2.9163554	2.0522466	0.96724844	2.272072
incR174	lnc-CHMP1A-2:1	3.1944191	3.4729836	3.2505703	1.1024191	2.606233	2.649847
incR175	lnc-CHURC1-2:1	3.5230248	3.2679849	3.6267076	2.456758	2.3366883	3.2719955
incR176	lnc-CLDN12-2:1	3.8553605	3.3760464	3.467133	3.2632911	2.50738	2.5593805
incR177	lnc-CLDN15-1:1	3.4453945	3.672914	2.847217	2.4448817	2.573966	2.7131343
incR178	lnc-CLEC2L-4:1	2.5095582	2.3413131	1.797229	1.8191087	1.0329434	1.2666168
incR179	lnc-CLEC3A-2:1	4.19279	4.0000234	3.910087	3.6276605	3.3031306	3.4764051
incR180	lnc-CLEC3A-4:1	4.450424	4.4133625	4.6389313	4.142271	4.248008	3.8497267
incR181	lnc-CMTM4-5:1	5.659649	5.725892	6.0552464	5.456284	5.388376	5.36265
incR182	lnc-CNIH-3:1	4.4048285	5.202558	4.05499	3.8685803	3.6309872	3.2712684
incR183	lnc-CNOT6-7:1	5.7268333	5.714846	5.7044487	5.4658756	5.304349	5.094946
incR184	lnc-CNOT8-4:1	3.6862679	4.1543303	3.9966197	3.1877959	3.2744534	2.2760696
incR185	lnc-COL10A1-1:1	5.015561	5.1137133	5.1424108	4.7851276	4.7976456	4.483244
incR186	lnc-COX10-8:1	4.487404	5.1118803	4.7522483	4.241437	4.037906	4.2983394
incR187	lnc-COX19-4:1	2.6029716	2.0781374	1.9838562	1.5917541	1.3847432	1.0235624
incR188	lnc-COX7A2L-3:1	1.5167066	2.6604338	1.8796927	0.8499683	0.8167644	0.82657063
incR189	lnc-COX7B2-1:1	7.1313357	6.23678	5.7544093	4.806883	5.037584	5.3630357
incR190	lnc-CPEB2-1:1	1.6669247	1.592009	2.1734984	1.1040571	1.0603803	1.0578413
incR191	lnc-CR1L-3:3	2.8287325	2.8037403	2.8023517	1.600626	1.9604774	2.3290188
incR192	lnc-CRABP2-1:1	1.900001	2.755245	1.5257002	0.9545357	0.8602139	0.8409957
incR193	lnc-CREB5-2:2	1.3679065	2.165977	2.197617	0.84158313	0.83917	0.84318227
incR194	lnc-CREM-5:1	3.4057093	3.279711	3.4361608	2.6428668	2.593378	2.1674826
incR195	lnc-CRIM1-1:2	2.579565	2.5011215	2.1226492	1.0566049	1.2199836	1.0884634
incR196	lnc-CSMD1-14:1	3.9768066	4.2387137	4.0411696	3.741665	3.6681077	3.6781595
incR197	lnc-CT47A1-3:1	7.2635627	7.189135	7.457288	7.1601343	6.7132406	6.541807
incR198	lnc-CTNNA1-4:1	3.6452894	3.8895476	3.818347	3.067202	3.0665615	2.597837
incR199	lnc-CTTNBP2-6:1	1.8449655	2.828341	1.5314636	0.82279336	0.86406296	0.85368925
incR200	lnc-CXorf36-6:1	6.7512617	6.8737297	6.9311347	6.5725045	6.0121703	6.390765
incR201	lnc-CYFIP1-3:3	2.7275133	2.5221095	2.9551373	1.1482003	1.1315495	1.0543119
incR202	lnc-CYP2C18-1:1	3.806874	3.3191655	3.2766297	2.6049643	0.9790819	1.3226664
incR203	lnc-CYP4F22-1:1	2.8991249	3.2635875	3.1029103	2.032074	2.3290896	2.8723526
incR204	lnc-CYSLTR1-1:1	3.5799954	4.210308	3.947095	3.143805	2.7139802	3.55871
incR205	lnc-DAZ2-11:1	2.5634394	3.0420449	1.6630281	1.5006884	0.9555857	1.0789101
incR206	lnc-DCAF8L1-3:1	1.714386	2.8532608	1.5072452	0.81880623	0.7933325	1.2114873
incR207	lnc-DCDC1-5:1	5.0661507	5.200026	4.315989	4.4328303	3.8211625	3.6784525
incR208	lnc-DCUN1D5-4:1	4.3130255	3.8622787	3.3253744	3.0912366	3.0330513	2.7213159
incR209	lnc-DDHD1-4:1	3.4154868	3.6539004	3.6427362	2.8705218	2.9298482	2.4844627
incR210	lnc-DDX18-7:1	2.53826	2.2708077	1.3757398	0.8291533	0.83294713	0.84247774
incR211	lnc-DEFB105A-5:1	2.240882	3.1928186	3.5224504	2.400042	1.1472309	1.4777638
incR212	lnc-DEPDC4-2:8	5.119406	4.925997	4.8263807	4.4992385	4.1531754	4.510165
incR213	lnc-DET1-4:1	1.8396575	1.9260652	1.5086714	1.0360836	1.269334	0.9973619
incR214	lnc-DHCR24-4:1	3.5490866	3.3859293	3.239648	2.03904	1.9171104	2.4910579
incR215	lnc-DHRS4L2-1:1	3.8046718	2.5853822	3.4614432	2.1742883	2.548144	2.1633413
incR216	lnc-DHX38-17:1	3.7999582	4.808307	4.860189	3.6820617	2.8464208	3.2856367
incR217	lnc-DHX38-8:1	7.3959928	7.0069504	7.088346	6.5201397	6.447523	6.3915043
incR218	lnc-DHX9-3:1	3.0209973	1.9040464	2.1689866	1.6192837	1.15023	1.1164556
incR219	lnc-DHX9-4:1	4.2498198	4.206978	3.538618	3.025415	3.0280836	3.1967046
incR220	lnc-DIRAS2-16:1	4.551125	5.5697165	6.14357	4.3377576	4.0821586	4.287414
incR221	lnc-DKK1-3:1	3.6978934	3.6924038	3.5452685	1.5439377	2.2162337	1.1794513
incR222	lnc-DKKL1-1:1	2.4571216	2.3583965	2.5429394	1.0372647	1.680555	2.0728307
incR223	lnc-DLG5-3:1	1.6373093	1.2272308	1.6067092	0.81574994	0.8589685	0.8478522
incR224	lnc-DLX1-2:2	1.8917892	1.3065441	1.7910156	1.1044071	1.098056	1.0801797
incR225	lnc-DNAH10OS-2:1	4.2352686	4.1657186	4.2017317	3.06252	3.9672747	3.1568818
incR226	lnc-DNAH10OS-6:1	5.037816	5.1712484	4.6216345	4.5751805	4.3053637	4.220466
incR227	lnc-DNAH8-8:2	1.9363633	1.5127696	1.6224985	1.2866235	1.0509368	1.1746744
incR228	lnc-DONSON-1:1	6.086134	5.7972875	6.148112	5.568559	5.6217446	5.6734495
incR229	lnc-DRD5-1:1	4.9163523	4.9456596	4.963275	4.8088	4.057795	4.1933966
incR230	lnc-DSCR6-5:1	7.3899856	6.855024	7.23625	6.26268	6.4826407	6.6046467
incR231	lnc-DTNBP1-4:1	2.346133	2.052192	1.9629025	0.81756014	1.6589146	0.8016199
incR232	lnc-DUSP14-4:1	3.928747	3.6603203	3.821307	2.4396145	3.3133824	3.383708
incR233	lnc-DYDC1-10:1	4.4987383	4.8056507	4.7154965	4.4442186	3.9451752	4.297081
incR234	lnc-EBF3-16:1	1.8131686	1.8616418	1.6540458	1.6021951	0.85447687	0.8615375
incR235	lnc-ECE1-2:1	5.7295995	6.216725	6.010811	5.712952	4.710997	4.9218974
incR236	lnc-ECI2-3:1	11.419317	11.180346	11.242594	10.714918	10.847979	10.995429
incR237	lnc-EEA1-5:1	1.2846037	1.632842	0.9947679	0.824118	0.86982924	0.84144
incR238	lnc-EFCAB8-1:1	3.654655	3.6912458	3.9327207	3.3840673	3.4401689	3.2225058
incR239	lnc-EFHA2-3:1	4.231111	3.9424486	4.1949215	3.6702979	3.446321	3.5924413
incR240	lnc-EIF2A-4:1	5.797127	5.7661276	5.6863394	5.055206	3.4957378	4.4441547
incR241	lnc-EIF2AK3-5:2	5.249231	4.86153	4.6873064	4.3758593	4.3415933	4.6200533
incR242	lnc-EIF2B5-6:4	4.047356	3.782697	4.420816	2.021959	2.5732417	3.44338
incR243	lnc-EIF2C2-5:1	4.6793847	4.8025417	3.692501	3.4507523	3.753717	3.175669
incR244	lnc-EIF5-2:4	5.107693	5.557911	5.6373377	5.0295367	4.963535	4.9426622
incR245	lnc-ENPP1-7:2	5.484218	5.5257325	5.784914	5.3338966	5.0229096	5.041853
incR246	lnc-ENPP4-2:2	5.6598196	5.8584294	5.794815	5.19153	5.4278126	5.338909
incR247	lnc-EPAS1-3:8	3.9245706	3.8147635	3.547503	2.7291083	3.2892604	3.278005
incR248	lnc-EPB41L4A-2:1	7.39592	7.4051285	7.559346	7.036852	6.941615	6.899848
incR249	lnc-EPN1-7:1	4.04819	4.1253166	3.8536916	3.264569	3.3073153	2.4439688
incR250	lnc-ERAP1-1:1	1.7301676	2.098836	2.7882967	0.9978683	0.9381158	0.97115767
incR251	lnc-ERAP2-7:1	5.499636	5.5367975	5.8671002	5.1477623	5.0784225	5.085116
incR252	lnc-ERC2-3:1	5.5645514	4.6359234	5.144046	4.205617	4.1531005	4.1226935
incR253	lnc-ERICH1-9:6	3.4949002	3.0756803	3.2509902	2.7031944	1.9883779	2.6548765
incR254	lnc-ERMP1-4:1	3.9572024	4.0251913	3.6961544	3.487698	3.649918	3.0585494
incR255	lnc-ETV1-5:1	1.5560505	2.3334527	2.0327473	1.0943372	1.0588965	1.0915381
incR256	lnc-EXD2-7:1	2.5935702	1.9369209	2.9167593	1.8205606	0.95368916	1.6090267
incR257	lnc-EXT1-7:2	3.67907	3.899239	3.9402068	3.5700493	2.9386487	2.738427
incR258	lnc-FAM116A-1:1	3.1053245	1.6687036	1.7335402	1.039788	1.1243021	1.0951605
incR259	lnc-FAM117B-3:1	5.0635295	4.8846498	5.3154497	4.6014524	3.7919283	4.6886535
incR260	lnc-FAM123A-3:3	3.7014544	2.8031201	3.1499662	2.6377137	2.3113844	2.3995552
incR261	lnc-FAM125B-8:1	3.1181202	2.7566156	2.1072993	0.9728544	2.0186098	1.1284811
incR262	lnc-FAM126B-3:4	3.8292203	3.6198123	4.2171874	3.1780887	3.0273955	3.2950408
incR263	lnc-FAM151B-2:1	5.0947757	5.012246	4.5358334	4.15474	4.5737863	4.072428
incR264	lnc-FAM156B-4:1	7.7394147	7.505317	7.6928797	7.2855406	7.1726413	7.223363
incR265	lnc-FAM165B-2:1	3.1458058	2.66774	2.8703547	2.5098224	2.412578	2.5637302
incR266	lnc-FAM181B-5:1	2.924449	1.8466599	1.8374251	1.1039845	1.1240218	1.1466
incR267	lnc-FAM187B-2:1	2.3208282	2.2134974	1.8816452	0.8639067	1.0315384	1.3112329
incR268	lnc-FAM21C-1:1	2.2620995	1.9827552	3.1747	1.0278308	0.9863031	0.9931101
incR269	lnc-FAM70B-2:7	3.412669	3.6663573	3.5906034	1.8276993	2.3523238	3.051263
incR270	lnc-FAM75A5-3:1	1.8415759	3.0114236	2.4034467	0.8983471	0.89589	1.752024
incR271	lnc-FAM75D1-8:1	4.2649345	4.156877	4.0194936	3.8308125	3.507694	3.4563653
incR272	lnc-FAM9B-1:2	1.8905901	1.7765546	2.0584407	1.567107	1.5313333	1.0398406
incR273	lnc-FBLN1-3:1	5.548582	5.47753	5.0788846	4.320768	4.528005	4.7815814
incR274	lnc-FBXL7-8:1	2.4120402	2.1226492	2.2109742	1.0422233	2.0160744	1.0028362
incR275	lnc-FBXO30-2:1	4.237065	4.5851784	3.76098	3.322402	2.3484359	2.9920936
incR276	lnc-FBXO44-2:1	4.2084355	3.893271	4.018326	3.6492398	3.470584	3.7648098
incR277	lnc-FBXO45-1:1	7.325513	6.868651	7.0132627	6.691818	6.7968755	6.331507
incR278	lnc-FGF1-7:1	11.609926	11.381403	11.340834	10.923876	10.939354	11.106171
incR279	lnc-FILIP1L-2:1	5.3216105	5.331789	6.596841	4.7672615	4.7631135	3.949192
incR280	lnc-FNBP1L-4:1	1.9342949	1.3885651	1.88516	1.2825055	0.84914106	0.84999156
incR281	lnc-FOXA3-1:2	1.5055351	2.2670724	2.7798917	0.81455153	0.8053764	1.1889039
incR282	lnc-FOXC1-10:2	1.9102018	2.0740387	2.182394	0.86857903	0.845589	1.1959473
incR283	lnc-FSCN2-2:1	1.4921217	1.8532623	1.5674541	0.9196168	0.9114147	1.2917315
incR284	lnc-G3BP2-1:1	5.023443	5.087653	4.684363	4.4191346	4.2999735	4.5001087
incR285	lnc-GABPA-1:6	2.876255	2.1493697	2.2267447	1.0201308	0.9941257	1.345741
incR286	lnc-GADD45GIP1-2:1	3.7508616	3.471243	1.9860152	1.1773367	1.1496758	2.2121022
incR287	lnc-GALNT6-2:7	1.4561251	1.7332171	2.2325528	1.3247306	0.8850503	1.3176302
incR288	lnc-GAP43-9:1	5.8028274	5.865054	5.863419	5.242877	5.392453	5.6728034
incR289	lnc-GAPVD1-6:1	4.834518	4.3046923	3.8335094	2.4128482	2.9584508	3.0980396
incR290	lnc-GATAD1-6:1	2.526527	3.1539059	1.85758	1.7053318	0.8994305	0.8641603
incR291	lnc-GDPD5-3:1	4.0123277	4.06185	4.3150783	3.23072	3.8029478	3.5835495
incR292	lnc-GFI1-2:1	4.9752245	4.304758	3.8444414	3.5719447	3.333113	3.0407805
incR293	lnc-GJA4-1:1	4.119727	3.266346	3.7028754	2.7104409	2.9074116	3.0981739
incR294	lnc-GLRB-2:1	3.988483	4.2544346	4.4880733	3.7427738	2.8126593	3.6094873
incR295	lnc-GLT1D1-3:1	2.9753423	3.0669155	2.6074183	0.8940723	1.775222	1.7518294
incR296	lnc-GLTP-3:3	5.3181534	5.0261493	5.3630357	4.6469426	4.8057795	4.8941755
incR297	lnc-GNAT1-2:2	2.8227358	2.6990132	2.519503	2.2524676	1.4075288	1.2831949
incR298	lnc-GNAT3-4:1	2.9436502	1.9536271	2.1691823	0.8620113	1.5502532	1.0950896
incR299	lnc-GNAZ-2:1	2.2272806	2.6015303	1.7589334	0.92579734	0.8100389	1.8431976
incR300	lnc-GNG5P2-3:1	3.0574217	2.0140924	2.763393	1.1518272	1.1192675	1.1724056
incR301	lnc-GPR182-1:1	6.258525	6.1277747	5.9139867	5.7951264	5.372948	5.5907927
incR302	lnc-GPR25-1:1	2.5625703	2.9135773	3.2947454	2.0881984	2.4080255	1.5218279
incR303	lnc-GPR39-8:1	4.4478908	3.7999582	4.088521	3.0682476	3.0733488	3.113049
incR304	lnc-GRAMD2-4:1	3.4092395	3.2956448	2.6338875	2.0250525	1.1056538	1.9724445
incR305	lnc-GRHL1-2:3	5.8768544	5.4856687	5.289652	4.9778204	4.711584	5.023124
incR306	lnc-GS1-211B7.1.1-5:1	5.5341835	5.5357966	5.4668245	4.711816	4.885416	5.173286
incR307	lnc-GTF2B-2:4	3.2536006	2.9382572	3.019072	0.8530553	2.307106	1.7608681
incR308	lnc-H2AFJ-6:1	3.1818044	3.6327815	3.2443204	1.1207967	2.7576559	2.4348116
incR309	lnc-HIATL1-16:1	2.8294146	3.15311	2.9232936	2.5303214	1.4248177	1.0570276
incR310	lnc-HIF1A-2:3	4.4173446	3.6492825	3.0280836	2.1011395	2.5365927	2.1220598
incR311	lnc-HNRNPH1-1:1	2.702137	2.146397	2.3605886	0.86173636	1.9045328	1.2471589
incR312	lnc-HPS4-3:1	2.498651	2.6281419	3.2990987	0.94456065	0.9450532	1.6304215
incR313	lnc-HRASLS-8:2	5.8054514	4.8926687	5.331789	4.6782827	4.731334	4.5977297
incR314	lnc-HSD17B2-6:1	4.309519	4.604516	4.4174438	2.9866393	3.9822686	3.8566093
incR315	lnc-HSPA4-7:1	4.081385	3.3197696	3.7262723	2.8886418	3.1078758	2.619245
incR316	lnc-IAH1-2:1	3.4155278	3.0772383	4.1455135	1.5765662	1.0442605	1.0259728
incR317	lnc-IGFBP7-1:1	4.8848877	4.374605	4.6008735	3.3249826	3.159536	3.6455884
incR318	lnc-IKBIP-4:1	4.3758593	4.1445985	4.3594503	3.8480837	3.9922678	3.2055397
incR319	lnc-IKBKB-1:2	3.87327	3.9637902	4.788192	3.3587782	3.435264	3.4847107
incR320	lnc-INADL-2:1	3.5642197	3.0314398	2.3610811	1.8476207	1.6836612	1.7880654
incR321	lnc-INADL-6:1	5.7360816	5.0538273	4.2996883	4.2222767	3.76	3.738587
incR322	lnc-ING1-3:1	4.2627788	4.531673	3.903276	3.556714	3.2818158	3.6892169
incR323	lnc-ING3-1:1	2.4533224	2.7420118	3.0059893	2.2562258	1.7104987	1.3793137
incR324	lnc-INTS2-4:3	3.659715	3.4328794	3.6671872	2.3697474	3.0620248	2.7353816
incR325	lnc-IQCA1-3:1	2.5408764	2.8234773	3.1005056	1.8086622	2.1704307	1.6400378
incR326	lnc-IQSEC1-2:1	4.8542786	4.653944	4.6769	4.2088203	4.2116485	4.1989093
incR327	lnc-IRG1-4:1	2.3098514	2.218781	3.1932578	0.86218405	1.0661575	1.5897672
incR328	lnc-ISL2-1:1	6.049143	5.821881	6.0792613	5.650399	5.4096603	5.6735764
incR329	lnc-ITGB3BP-12:1	2.1491194	1.8739071	1.728796	1.3291156	1.1539416	1.1153085
incR330	lnc-ITIH2-6:1	7.6741424	7.050116	7.257999	6.6620097	6.760976	6.7722683
incR331	lnc-ITK-4:1	3.1510837	2.2694657	2.7196393	1.9718026	0.9524082	0.87255526
incR332	lnc-ITK-7:1	8.764821	8.474568	8.450865	8.355604	8.009989	8.090533
incR333	lnc-ITPK1-2:1	3.9392624	3.6468415	3.2899985	2.4450347	3.0940113	2.4815593
incR334	lnc-ITPR3-3:1	4.0555897	4.1896253	4.1056414	3.5668716	3.7998595	3.6683068
incR335	lnc-IZUMO2-1:1	3.0129104	2.8493981	3.9649456	2.284404	2.304411	1.9177864
incR336	lnc-JAK1-5:1	3.0805764	3.0582495	2.960339	1.8106167	1.882792	2.5615532
incR337	lnc-KANK3-3:1	1.2642273	1.7821722	1.435914	0.91959	0.91091144	0.94762546
incR338	lnc-KANK4-1:1	5.959595	5.4802036	4.838532	4.766696	4.143326	4.2412124
incR339	lnc-KATNAL1-8:1	4.388255	4.3283515	4.077506	3.8250983	3.6558032	3.424128
incR340	lnc-KB-1448A5.1.1-3:1	2.0847063	1.4011011	1.4286834	1.1016355	1.0928602	1.079385
incR341	lnc-KB-1980E6.3.1-9:1	3.532089	3.0479083	2.7445352	1.2692027	1.1398175	2.1461365
incR342	lnc-KCNA3-2:1	4.28924	4.1638126	4.272799	3.6520383	3.8898273	3.878055
incR343	lnc-KCNB2-4:1	4.0491805	4.396918	3.333895	3.0270565	3.3369465	2.2751822
incR344	lnc-KCTD4-1:1	7.502748	7.441039	7.9227433	7.3153996	7.243288	6.932442
incR345	lnc-KCTD9-3:1	2.533233	2.5361314	1.5927864	1.0652581	1.0320938	1.0107257
incR346	lnc-KDM1B-4:1	3.0660489	3.3311443	2.890841	1.7859151	2.5286255	1.2958364
incR347	lnc-KIAA0317-1:1	3.9050462	4.0682297	3.9352248	3.754048	3.4602413	3.3249292
incR348	lnc-KIAA0528-4:1	3.0463417	1.5049524	2.5854795	0.8331488	0.9030258	0.8191023
incR349	lnc-KIAA0754-3:1	6.0938883	5.727133	5.351665	5.2064233	5.2994375	5.0322433
incR350	lnc-KIAA1429-4:1	4.2603655	4.238111	3.9827485	3.8024404	3.263391	2.5219836
incR351	lnc-KIAA1462-9:1	3.8937962	3.984802	3.411273	3.1309369	2.1751208	2.6201656
incR352	lnc-KIAA1919-1:4	3.4314537	3.7902691	3.7044785	2.9645705	3.208386	2.1755166
incR353	lnc-KLHDC5-5:2	3.5919604	3.513354	3.0205321	2.3255625	2.3382852	3.1032195
incR354	lnc-KLHL13-2:1	1.6377296	2.8590498	1.8769801	0.9483139	0.8897839	1.0448881
incR355	lnc-KLHL25-18:1	1.9921539	2.1405063	2.4127808	1.510547	1.1300302	1.7596619
incR356	lnc-KPRP-1:1	3.4288354	3.6847625	2.8212662	1.8181193	1.903752	2.6589222
incR357	lnc-KRTAP10-5-1:1	3.3952527	3.1263304	3.225671	2.4677	2.0860975	2.6726058
incR358	lnc-LDLRAD1-1:1	3.5718298	3.777318	4.4472103	3.0974436	3.3204322	3.0709026
incR359	lnc-LEF1-7:1	3.795669	3.333465	2.7773125	2.0183892	2.6853347	1.2815976
incR360	lnc-LETM2-4:1	5.133225	5.374046	5.635393	5.0056334	4.9095073	5.000487
incR361	lnc-LHX2-2:1	2.5831294	1.8413587	1.9771616	1.7642893	0.9198349	0.92887384
incR362	lnc-LINC00529-2:1	7.7991924	7.5115395	7.6210494	7.0955777	6.4348407	6.884369
incR363	lnc-LPAR6-2:1	2.6717887	1.761373	2.6352606	1.1982814	1.1384615	1.0976021
incR364	lnc-LPHN3-10:1	5.67961	5.4824967	5.3999915	4.867072	5.3311543	4.9175344
incR365	lnc-LPHN3-9:1	5.7544775	5.091727	4.344957	4.108561	4.0150833	4.138262
incR366	lnc-LRFN5-2:2	4.794503	4.6115103	4.6523824	4.0087113	4.2307224	4.191774
incR367	lnc-LRGUK-4:1	4.6242123	4.50265	3.6338797	3.6166015	2.4816546	2.2947326
incR368	lnc-LRMP-5:5	2.9394288	3.481682	3.7419746	1.80891	2.8487182	2.3445756
incR369	lnc-LRRC3C-2:1	4.851072	5.0061083	4.9010444	4.28328	4.2227774	4.6908603
incR370	lnc-LRRC8C-4:1	4.9037704	4.8772316	4.9634686	4.7970963	4.378904	4.344389
incR371	lnc-LRRC8C-5:1	1.1542722	2.0142202	1.7374676	0.938427	0.8928931	0.90644884
incR372	lnc-LSG1-4:1	2.7637064	2.3676815	2.6020494	0.85241973	1.2544171	1.2620301
incR373	lnc-LSM11-4:1	2.0100129	1.7681996	1.5052376	0.9473245	0.88943815	0.9310645
incR374	lnc-LSM5-3:1	3.7594562	3.7034779	3.490159	3.0066395	3.4794598	3.1914752
incR375	lnc-LVRN.1-3:1	2.8026364	1.7142347	2.2219677	1.7216184	0.8226422	1.0658144
incR376	lnc-LYPLAL1-7:1	4.2313175	4.7040567	4.2872376	3.6399531	3.6614037	3.9153461
incR377	lnc-LYSMD2-1:1	2.4666717	2.5803258	2.7364395	1.6623977	1.6243247	1.9112613
incR378	lnc-MAB21L3-2:1	5.427542	5.754443	6.0105257	4.859342	5.182406	5.0728993
incR379	lnc-MAP3K8-1:1	2.0254662	2.037907	1.8864214	1.466993	1.397866	1.7623621
incR380	lnc-MAP7D2-1:2	5.9806	5.8116603	5.899926	5.6728034	5.4162064	5.2659693
incR381	lnc-MBOAT2-9:1	2.9162946	3.088868	2.362964	1.1169062	1.0922991	1.5950887
incR382	lnc-MCCC1-2:1	4.0161085	3.4600942	3.684022	3.2806952	2.9747553	3.2609787
incR383	lnc-MEIS1-9:1	4.2560935	3.7553298	4.1644497	2.9069297	2.9076798	3.5294936
incR384	lnc-METTL2B-4:1	4.484013	4.8672075	5.034014	4.3954062	4.354261	4.3494725
incR385	lnc-METTL8-2:1	4.5202804	4.389096	4.5238943	4.1365266	4.317555	3.8159873
incR386	lnc-MEX3B-2:2	2.8144286	2.4379008	2.5255153	1.5381141	0.9918541	2.0435421
incR387	lnc-MFSD1-2:1	4.008187	4.0553465	3.7386143	3.205294	3.2871149	3.0693655
incR388	lnc-MFSD4-9:1	4.133955	4.3412867	4.2903137	3.3223186	4.0019846	3.382982
incR389	lnc-MFSD9-4:1	3.9310365	4.4189186	4.0340986	3.76507	3.6903958	3.4027703
incR390	lnc-MNX1-5:1	13.019265	12.687086	12.811026	12.345151	12.364962	12.490617
incR391	lnc-MOV10-1:1	3.098844	3.408956	2.5864584	0.988065	1.9247382	2.4958746
incR392	lnc-MPHOSPH8-9:2	4.9952445	4.855004	4.5312996	4.376442	4.365598	3.7931461
incR393	lnc-MRC2-2:1	5.206007	5.0608625	5.0417123	4.29637	4.913391	4.689972
incR394	lnc-MRPS27-10:3	4.3496675	4.543014	4.424636	3.9658906	3.9556103	3.9776483
incR395	lnc-MRPS28-2:1	3.5868545	3.1921248	3.596581	1.0150737	2.2420678	2.801333
incR396	lnc-MS4A5-3:3	4.1204453	2.8203466	3.7520256	2.9171991	2.4724855	2.3366883
incR397	lnc-MSRB2-2:1	3.526271	3.2761621	3.4744081	3.1452498	2.5641813	2.4812741
incR398	lnc-MTERFD2-3:11	3.636444	2.8015146	3.2184927	1.625919	1.3366216	1.358965
incR399	lnc-MTFR1-3:1	1.718973	2.1513822	2.1167085	1.0768048	1.0519685	1.4927696
incR400	lnc-MTR-1:5	3.6903572	4.4496603	3.790687	3.036702	3.4694521	2.9004097
incR401	lnc-MTRF1-4:1	4.3318553	4.6391125	4.189243	3.4944167	3.1420584	3.437584
incR402	lnc-MTRNR2L1-2:4	5.557989	5.8339186	5.3183026	5.182573	4.864226	5.033618
incR403	lnc-MUC13-3:1	4.027578	4.478237	4.895232	2.946317	3.7420588	3.8556342
incR404	lnc-MX1-4:4	4.8314238	4.0125885	4.9746065	3.6096227	2.782539	3.4656367
incR405	lnc-MYEOV-11:2	4.0482492	3.4257576	3.7562578	2.8193748	2.6460576	2.7732592
incR406	lnc-MYL12B-3:2	5.71457	5.47849	6.041093	5.197636	4.9950614	5.1165557
incR407	lnc-MYLIP-4:1	3.5532014	3.329726	3.5056856	2.6730518	2.9524539	3.108883
incR408	lnc-MYO18B-4:1	4.5301943	4.041631	3.5279489	2.7871003	3.4613318	3.171854
incR409	lnc-MYO6-10:1	5.989987	6.0802555	3.9523127	3.7870097	3.3635874	3.7679706
incR410	lnc-MYOF-2:1	1.4858116	2.1546094	2.0010967	0.8549317	1.1520387	0.8305122
incR411	lnc-MYOM2-2:1	4.032163	3.599169	3.791718	2.8022752	1.6241362	2.4647908
incR412	lnc-MYOM2-5:3	6.409609	5.5033407	6.247357	4.303649	5.0103416	4.784957
incR413	lnc-MYOZ2-3:1	3.6022515	3.728224	3.677495	1.8657081	1.7618186	2.7386239
incR414	lnc-NAALADL2-1:16	2.5544846	3.0713053	2.2250357	1.6522659	1.0540568	1.0863607
incR415	lnc-NARG2-5:1	4.2439	4.0361423	2.945189	2.405536	2.7730389	2.2728071
incR416	lnc-NAV1-1:3	2.2620134	2.3151722	2.478357	1.1697338	1.2483749	2.0333927
incR417	lnc-NAV1-4:1	2.9309473	2.380342	3.093308	1.126523	2.2914424	1.12189
incR418	lnc-NBPF9-4:1	5.0272613	4.7624226	4.544247	4.243351	4.2453246	4.3725867
incR419	lnc-NCAPH2-1:1	6.332362	6.4354906	6.0590463	5.636394	5.9642363	5.962732
