0	gene	DN	DN	DN	ctrl	ctrl	ctrl
3534	HIVEP2	9.426684082	9.026800059	9.558420713	10.72297825	10.17878932	10.81410175
3563	HMCES	8.117383367	6.693486957	8.099610812	9.547280156	9.754553506	9.694183743
3575	HMGN1	10.73961186	10.70873904	10.89474199	13.0979169	12.8071939	12.29834902
3578	HMGN3	10.98338556	11.16622586	10.30862345	12.11292814	11.72366094	11.64768327
3594	HNRNPA0	8.951284715	9.197708158	8.323279988	9.986410935	9.798471801	9.84124983
3595	HNRNPA1	10.5651973	10.44283985	9.144148367	11.27717114	11.2340989	11.17530004
3598	HNRNPA2B1	10.62415574	12.10594124	11.3717222	12.55194853	12.47606266	12.18372842
3599	HNRNPA3	9.988400664	10.61664073	10.13910364	11.16169877	11.5178416	11.11322124
3601	HNRNPC	10.03032228	10.67956807	10.01304346	11.74489689	11.71722658	11.54015226
3604	HNRNPDL	8.277984747	9.02172012	8.704364678	9.596810876	9.680242239	9.369233737
3608	HNRNPH3	11.08474196	10.74239365	10.48220293	11.97656412	11.45208677	11.64696365
3623	HOXA2	5.161887682	5.240314329	6.593951284	8.490650349	6.756222713	6.58044702
3635	HOXC4	7.06501215	6.965784285	6.153805336	9.061776198	8.184379486	8.224966365
3636	HOXC5	9.277984747	9.351822645	8.827183896	10.86897685	10.1969709	9.98982022
3638	HOXD1	4.614709844	5.899659026	5.368069877	9.454710552	9.076548407	8.789859641
3653	HPS5	7.109569509	7.935459748	8.828136484	9.197953828	9.28748153	8.975274788
3662	HS2ST1	5.116863758	5.599912842	3.277984747	6.927185358	7.719046504	6.977279923
3673	HSD17B4	9.972979786	9.728940868	7.899659026	11.04705573	10.75555526	10.53692711
3683	HSP90AA1	11.80671072	12.10953686	11.64547831	13.13513209	13.25573676	13.10074446
3686	HSPA12A	6.044394119	7.147713722	6.431288654	10.46362654	10.87005642	10.87213617
3691	HSPA2	8.32305476	8.354028938	8.35380846	9.470557201	9.49285462	9.527477006
3694	HSPA5	10.50422312	10.71647653	10.57061472	12.59388128	12.30765621	11.48633225
3700	HSPB11	9.30492167	8.892998093	8.613605318	10.51963625	10.58805872	10.22797687
3711	HTATSF1	10.42856955	10.07146236	10.09711036	11.22978017	10.95550461	10.90486038
3724	HTRA1	11.75047671	11.9606536	13.66235684	15.13624419	15.28481145	14.96319413
3736	IARS	10.15190447	10.00940876	9.944858446	11.24769021	11.16012353	10.56186071
3737	IARS2	9.386293635	9.075746538	8.316507819	9.835892502	10.08799315	9.788881432
3748	ICMT	7.635173947	8.882643049	9.632995197	10.13635034	9.743824607	10.40045254
3774	IFI44	10.3238429	10.26138977	9.981424575	12.76965192	12.55794229	10.28690424
3778	IFIT1	10.07981809	10.3427414	9.432750669	13.37480177	13.47463123	10.1265109
3782	IFITM1	13.36827454	12.93961594	14.24158102	15.42975979	15.41483055	13.81724351
3796	IFNAR1	5.462706751	5.247927513	7.347842794	8.745506266	7.996614715	8.119459934
3808	IFT88	5.655351829	6.167919866	7.66106548	7.407692649	8.422064766	8.147713722
3818	IGFBP2	10.1009251	10.29151608	12.50127741	13.75049241	14.01955598	14.46201652
