0,0.16433,0.37094,0,0.72205
0,0.3984,0.25541,0.1916,0.068225
0,0.23178,0.30683,0.26071,0
0.063358,0.033802,0.054914,0.47469,0
0,0,0.56466,0.029195,0.83679
0,0,0.64351,0.079234,0.70734
0.1003,0.29299,0.14399,0.14883,0.0002129
0,1.8129,0,0,0
0.12137,0.079666,0.15311,0.21092,0
0,0.40408,0.031841,0.1322,0.23747
0.0087794,0.032244,0.23835,0.29784,0
0.15494,0.18177,0.08379,0,0
0.13341,0.04766,0.0346,0.21206,0
0,0.3955,0.061312,0.095086,0.18506
0.026232,0.14731,0.12287,0.34229,0
0,0.0071531,0.40745,0,1.0504
0,0.37667,0.16494,0.18207,0.096138
0,0.022803,0.52009,0.049191,0.76901
0,0.31204,0.37909,0.20626,0.23493
0,0.12719,0.32937,0.40618,0.32448
0,0.3252,0.09377,0.35589,0.23059
0.059513,0,0.011486,0.11061,0
0,0.39583,0.2523,0.16407,0.039475
0,0.37402,0.075593,0.24834,0.091176
0.66526,0.038001,0.0039383,0,0.84702
0.0082291,0.0014911,0.4884,0.12461,0.84319
0.089014,0,0,0.10447,0
0.12677,0.19281,0.083605,0.2117,0
0,0,0.15683,0.3302,0.28471
0.10095,0.08391,0.10654,0.27554,0
0.15228,0,0.12994,0.15361,0
0.020998,0.42326,0,0.083004,0.22363
0,0.30978,0.28574,0.25767,0
0,0.33351,0.3175,0.15213,0.019952
0,0.26619,0.15324,0,0.77073
0.17157,0.15383,0.029472,0.20144,0
0,0.067716,0.77841,0,0.0041275
0,0.33358,0.22211,0.088517,0.66001
0,0.18428,0.38891,0,0.60782
0,0.29583,0.18103,0.37751,0.21616
0,0.33689,0.09684,0.23708,0.083046
0,0.38043,0.34668,0.078009,0.14487
0,0.30169,0.21301,0.19481,0
0,0.78202,0.0968,0,0.34076
0.095214,0.18593,0.055795,0.314,0
0.11603,0.17919,0.036403,0.24573,0
0.92385,0.10852,0.12613,0.15242,0.31088
0.24855,0.28596,0.015298,0,0.16369
0.64214,0.1776,0.010494,0.33889,0.50189
0,0.2386,0.29622,0.088446,0.5502
0,0.15119,0.29563,0.20775,0
0.022496,0.25499,0.1617,0.18546,0
0.7373,0.04206,0.030059,0,0
0.074203,0.11829,0.0040586,0.34693,0
0.045613,0.024496,0.21676,0.22866,0
0,0.33137,0.11402,0.12137,0.11614
0.044549,0.21448,0.072714,0.28607,0
0.00053267,0.014008,0.36872,0.029694,0.97589
0,0.21365,0.11818,0.19353,0.20964
0.87095,0.047304,0,0,0.18803
5.5465,-0,-0.92931,-3.1932,-0
0,1.7118,0,0,0
-3.8881,-10.631,-5.4525,-6.0323,27.435
0.10598,0.2008,0.038469,0.10831,0
0.021295,0,0.33327,0.048763,0.97127
0,0.29776,0.16904,0.045675,0.81894
0.086838,0.18394,0.24099,0.10234,0
0.49759,0.19849,0,0.49017,0.50655
0,0.23756,0.23781,0.23349,0
1.7554,0,0,-0.37331,0
0,0.011803,0.45518,0,1.016
0.036012,0.1151,0.19299,0.14424,0
0,0.39977,0.12644,0.13531,0.40912
0.01824,0.37237,0.11479,0.012382,0.14991
0,0.4492,0.242,0.13846,0.076302
0,0.43751,0.17159,0.045072,0.24237
0,0.36104,0.10284,0.18805,0.13326
0,0.4398,0.076691,0.053955,0.51276
0.063665,0.35293,0.11941,0.20422,0.0059874
0,0,0.14284,0.084149,0.70792
0,0.22167,0.24596,0,0.73148
0.0031666,0.23125,0.14148,0.36759,0
0,0.36833,0.10952,0.11844,0.41805
0.0068299,0.44308,0.069686,0.10271,0.1964
0,0.0112,1.067,0,0.11691
0.037124,0.13936,0.13162,0.20702,0
0,0.41835,0.11573,0.32487,0.06985
0.050961,0.13052,0.29752,0.21389,0
0,0,0.11477,0.14462,0.72826
0.067538,0,0.11508,0.22991,0
0.10574,0.25949,0,0.27713,0
0,0.30968,0.3085,0.23987,0.2639
0.086405,0.26691,0.09669,0.10971,0
0,1.352,0,0,0
0,1.766,0,0,0
0,0.32929,0.22795,0.2519,0
0,0.38265,0.24959,0.27528,0.014714
0,0.41477,0.16615,0.3082,0
0,0.44758,0.038922,0.28674,0.16683
0,0.16741,0.38121,0,0.72601
0.017079,0.38702,0.14052,0,0.16568
0,0.28778,0.34827,0,0.67369
0,0.36136,0.25463,0.25159,0.10671
0,0.26223,0.15117,0.391,0
0,0.38875,0.28909,0.031607,0.43578
0,0.22227,0.1937,0.30446,0
0,0.39918,0.2622,0.17334,0.092077
0,0.37256,0.034255,0.23066,0.10414
0,0.15321,0.3183,0.3551,0
0,0.32795,0.21416,0.1064,0.39717
0,0.10684,0.53368,0.16575,0.45211
0,0.35943,0.23284,0.065729,0.45747
0.057041,0.13028,0.21428,0.29628,0
0.02622,0.402,0.025897,0.27969,0.070653
0,0.15716,0.42863,0,0.65015
0.071806,0.27446,0.14002,0.048878,0.063585
0.056305,0.029689,0.01524,0.25171,0
0,0.31178,0.32585,0.18599,0
0,0.32597,0.24952,0.076834,0.40659
0,0.2865,0.33767,0.3406,0
0,0.18965,0.33235,0,0.75859
0.085117,0.0078774,0.42238,0.095031,0.84653
0,1.376,0,0,0
0,0,0.080307,0.032686,0.70938
0,0.26298,0.26364,0.22799,0
0,0.36998,0.09163,0.11722,0.51842
0.1377,0.24611,0.021302,0.11649,0.018858
0,0.0077484,0,1.4686,0.59539
0,0.20243,0.4549,0.23247,0.42235
0,0.33956,0.10781,0.24241,0.03411
0,1.7117,0,0,0
-2.4888,0,6.3074,-2.1254,0
27.504,-0.99415,-8.0477,-14.07,-2.7707
0,0.3589,0.34114,0.14304,0
0,1.5634,0,0,0
0,0.11041,0.38398,0.22908,0.53434
0,0.29084,0.29552,0.19714,0.2401
0,0.37532,0.0034998,0.18853,0.13896
0,0.066643,0.86809,0,0.056745
0,1.6031,0,0,0
0,1.2454,0,0,0
0,0.4134,0.25591,0.15695,0.084326
0,0.018811,0.28,0,1.1232
0.12293,0.16445,0,0.24938,0
0,0.39424,0,0.23238,0.14793
0.16084,0.03729,0,0.068296,0
0.1338,0,0,0.051326,0
0.1433,0.20717,0.07884,0.062129,0
0.086908,0.14927,0.13529,0.2363,0
0.14261,0.30122,0.069832,0.13936,0
0,0.33052,0.37884,0.01037,0.43513
0.11652,0.0094768,0.069782,0.32166,0
0.017511,0.21132,0.15827,0.29899,0
0,0.44608,0.26551,0.080775,0.13581
0,0.16489,0.058603,0.1032,0.41842
0.13346,0.21093,0.040749,0.11715,0
0,0.16935,0.41578,0.26728,0.48654
0,0.34279,0.15451,0.3173,0.1639
0.14556,0.25171,0.086399,0.054025,0
0,0.35126,0.12272,0.10957,0.45987
1.1059,0.07017,0.0035343,0,0.30497
0.011547,0.36583,0.11487,0.049092,0.11451
0.18096,0.2569,0.051167,0.020782,0.075826
0.06643,0.12059,0.206,0.16491,0
0,0.45405,0.11722,0.21181,0.089154
0.005351,0.10588,0.18463,0.41601,0
0,1.1086,0,0,0.11598
0,0.27987,0.28813,0.31283,0.15896
0.037172,0.25303,0.16238,0.16089,0
0,0.18516,0.38147,0.10207,0.59405
0,0.25713,0.33548,0.097098,0.63381
0,0,0.072423,0.15023,1.2927
0.01665,0.078046,0.24667,0.14926,0
0.16271,0.25058,0.02868,0.089515,0
0,0.39819,0,0.22138,0.1589
0.094176,0.26507,0.12046,0.033857,0.072025
0,0.33363,0.23125,0.076362,0.52732
0.44152,0.053558,0.17894,0.014099,0.82172
0,0.36336,0.15279,0.16899,0.36474
0,0,0.063979,0.2628,0.71834
0.055945,0.15383,0.054203,0.26072,0
0.081095,0.32231,0.092894,0.20205,0
0,0.46058,0.11582,0.037714,0.22048
0.17085,0.26934,0.026478,0.14133,0
0.29315,0.028273,0.37312,2.8213e-05,0.81203
0.016728,0.22726,0,0.44934,0
0.20622,0,0,0.064743,0
0,0.44122,0.20948,0.089504,0.20199
0,0.5293,0.25673,0.047093,0.39668
0,1.726,0,0,0
0,1.238,0.010191,0.0062513,0
0,8.2979e-07,0,1.7978,0.42222
-8.2485,-3.5056,26.492,-9.7049,-3.0024
0.90423,0.013604,0.163,0.033086,0.45313
0.68414,0.012059,0.11557,0,0.73264
0,0.0010763,0,1.5492,0.34201
0,0,0.61952,0.0095969,0.84298
0.011184,0.31611,0.12376,0.30481,0
0,0.00013838,0,1.5991,0.33365
0,0.051043,0,1.3601,0.46408
0,0.0018014,0,1.4878,0.4125
0.54613,0.1551,0.010593,0.53224,0.46726
0.012029,0,0.6149,0.018915,0.79994
0,0,0.10934,0.12358,1.2657
0.010579,0.16977,0.034565,1.105,0.47997
0,0,0.034576,0.11355,0.798
0,1.9775,0,0,0
0,0,1.6682,0,0.076589
-8.2753,38.714,-5.211,-9.2019,-13.683
0,0.0042176,0,1.5157,0.41186
0.11189,0.14738,0.069432,0.036301,0
0,0.023502,0,1.4336,0.43018
0,0.00089449,1.3253,0,0.15522
0,0.11999,0.53094,0.056495,0.50869
0.055607,0.047333,0.07253,0.3019,0
0,0.017163,0.85418,0.0015297,0
0.012231,0.085515,0.21234,0.22162,0
7.3543e-05,0,0.020537,0.16612,0.70361
0.93278,0.15612,0,0,0.52548
0,0.35669,0.072632,0.20198,0.10112
0,0.37348,0.34151,0.14711,0.039225
0,0.36399,0.21609,0.085214,0.34876
0.069109,0.29114,0.20745,0.13513,0
0,0.13807,0.57216,0,0
0,0.035843,0,1.0056,0.25514
0.096411,0.21826,0.090122,0.1663,0
0,0.42258,0.01112,0.035268,0.53886
0.1277,0.26573,0.14362,0.014066,0.036549
0.06487,0.31136,0.1694,0.098405,0.040537
0.0098678,0.32571,0.069931,0.29507,0.022018
0,0.19609,0.3476,0,0.74772
0.15998,0.24444,0,0.23844,0
0,0.42242,0.1783,0.17636,0.066655
0,0.19879,0.4386,0,0.62778
0,0.49189,0.02746,0.19886,0.19811
0,0.00037731,1.3051,0,0.10766
0,0.23295,0.31334,0.38823,0
0,0.36974,0.095977,0.1891,0.3434
0,0.33977,0.027704,0.22061,0.14052
0.03302,0.20025,0.23006,0.17814,0
0,0.16839,0.33677,0.13552,0.63003
0.052924,0,0.10105,0.40077,0
0,0.36194,0.25969,0.26608,0
0,0.16887,0.39009,0.08583,0.58448
0.069408,0.36475,0,0.060186,0.13665
0,0.3501,0.23321,0.094131,0.30968
0,0.0074193,1.3102,0,0.13333
0.037999,0,0.56021,0.10905,0.72639
0,0,0.084171,0.1681,0.77191
0.013299,0.36001,0.060422,0.15324,0.13895
0,0.36471,0.28136,0,0.36398
0.11679,0.098789,0.12545,0.3142,0
0,0.42036,0.17988,0.23822,0.063639
0,0.33968,0.22238,0.23858,0
0.077098,0.15182,0.065819,0.2505,0
0.063643,0.3169,0.16591,0.10301,0
0,0.16101,0.13481,0.32689,0
0.01376,0.22233,0.19622,0.011205,0.90733
0,0.37856,0.30467,0.15443,0.097454
0,0.14605,0.46613,0.071056,0.55988
0,0.39613,0.10302,0.11864,0.092452
0.058539,0.17597,0.15095,0.21095,0
0.037081,0.25661,0.1846,0.044347,0.027039
0,0.38753,0.10498,0.26046,0.27915
0,0.25597,0.36748,0,0.55553
0,0.13874,0.18018,0.29757,0
0,0.3576,0.25374,0.29095,0
0.14177,0.22482,0.093572,0.14845,0
-3.2753,7.9318,-0.074804,-1.3373,-1.1265
0,0.35282,0.21147,0.20731,0.042308
0,0.40515,0.17189,0.03037,0.20296
0,0.30561,0.28572,0.1047,0.35319
0.10875,0,0,0.097066,0
0.16132,0.23734,0.00059696,0.089197,0.020568
0,0.00049847,0.58352,0.029278,0.8328
0,0.39356,0.14302,0.14683,0.1356
0,0.41288,0,0.31412,0.055195
0,0.37734,0.18062,0.1195,0.4511
0,0,0.13394,0.065589,0.87925
0.044858,0.13126,0.13054,0.29749,0
0.12409,0.20294,0.13532,0.073545,0
0.19612,0.11253,0,0.020189,0
0,0.37876,0.15166,0.20318,0.25618
0.18579,0,0.25261,0,0
0.078866,0.29119,0.052426,0.39915,0
0.13596,0.18782,0,0.29826,0
0.044186,0.3339,0.21021,0.29785,0
0,0.23709,0.34789,0.39643,0
0.87223,0.00056872,0.19974,0.00013566,0.46752
0.096487,0.37301,0,0.1429,0.13891
0.21735,0.29747,0,0,0.042051
0.143,0.21196,0.14105,0.27892,0
0.19234,0.11204,0,0.1478,0
0.14702,0,0,0.18793,0
0.16964,0,0.059934,0.34024,0
0.094282,0.41097,0.10778,0.22186,0.12321
0.01311,0.49119,0.077697,0.093389,0.26739
0.096287,0.066413,0.1768,0.116,0
0.24314,0,0.03828,0.13665,0
0.19714,0.27234,0.018726,0.026362,0
0.29533,0.061512,0,0.17375,0
0.28567,0,0,0.037318,0
0.19878,0,0,0.43259,0
0.051481,0,0.25495,0.24829,0
0.41818,0.11642,0.0058479,0,0
0.17759,0.013795,0,0.30582,0
0.01486,0.35527,0.21109,0.11771,0.058669
0.24859,0,0.026821,0,0
0,1.2545,0,0,0
0.092965,0,0,0.32722,0
0.081477,0.086199,0.041787,0.51121,0
0.21031,0,0,0,0
