0.012787,0.13493,0.63178,0.055522,0.39974
0,0.35981,0.2835,0.20272,0.23407
0,1.2556,0,0,0
15.469,-0,19.111,-34.501,0.34208
0,1.5783,0,0,0
0.11644,0.32589,0,0.1048,0.14254
0.093595,0,0.17241,0.23633,0
0.12988,0,0.085164,0,0
0.26007,0,0,0,0
0.86882,0,0,0,0.13303
0.3157,0.23899,0,0.032415,0
0.15183,0,0.12176,0.32602,0
0,1.7176,0,0,0
0,0.14172,0.39186,0.19006,0.62056
0,0.29939,0.35418,0.14218,0.50919
0.14437,0.21207,0.036041,0.35551,0
0.23211,0.21301,0,0,0.021538
0.36674,0.055145,0,0,0
0,0.34661,0.20886,0.3574,0
0.16725,0,0.099124,0.13075,0
0,1.3917,0,0,0
0,0.23081,0.3221,0,0.72109
0.26943,0.28873,0,0.024143,0
0.16859,0,0.13587,0.11081,0
0.051882,0.37069,0.035969,0.25772,0.027016
0.11896,0,0.12954,0.17387,0
0.22311,0,0.01832,0.2917,0
0.24242,0,0,0.13324,0
0.12033,0.025166,0.060721,0.26969,0
0.17711,0.18304,0.12478,0,0
0.038389,0.1626,0.74912,9.5376e-05,0
0.13475,0.25354,0.12382,0,0
0.22877,0,0,0.1345,0
0.35122,0.051793,0,0,0
0.10255,0,0.13903,0.40236,0
0.44035,0.0076211,0,0.16988,0.76668
0.14483,0,0.00098009,0.065055,0
0.13421,0.384,0.26524,0.1089,0
0.065566,0.4935,0,0.22478,0.097157
0.017446,0.15693,0.31859,0.44391,0
0.13324,0.019521,0,0.34776,0
0.33446,0,0,0.031178,0
0,0.23995,0.1931,0,0.75383
0.041694,0.38476,0.32107,0.12461,0
0.048213,0,0.21905,0.30038,0
0,0.015693,0.69436,0.30407,0.25379
0.33176,0.16986,0.0023934,0,0
0,0.37281,0.28122,0.26492,0.048607
0.15859,0.17339,0.07527,0.28333,0
0,0.36742,0.21749,0.081676,0.1004
0.073165,0,0,0.21474,0
0,0.32947,0.26391,0.1563,0.35216
0.15206,0.17536,0,0.31367,0
0.17026,0,0.028946,0.28277,0
0,0.2273,0,0.87212,0.72977
0.29433,0.075036,0,0.092579,0
0.063168,0,0,0.20983,0
0,0.011329,0,1.5775,0.60704
0.17263,0.063896,0.16358,0.099061,0
0.16079,0.33234,0,0,0.0986
0.1806,0,0,0,0
0.09924,0.20415,0.1482,0.19512,0
0.14721,0.29444,0.097143,0,0.050161
0.26791,0,0,0.090879,0
0.24205,0,0.18747,0.10865,0
0.31844,0,0,0,0
0.35997,0,0,0.093139,0
0.13272,0,0,0.32267,0
0,0,0.0015116,0.75075,0
0.20337,0,0,0,0
0.11507,0.35552,0,0.2761,0
0.054506,0,0.66674,0.012233,0.73707
0.23838,0.271,0,0.068327,0.0073638
0.17875,0.023527,0.37009,0,0
0,0.33968,0.24547,0.14443,0.30177
0,0.28393,0.40296,0.21741,0.098338
0.17392,0.15659,0.034415,0.27492,0
0.064391,0,0,0.21564,0
0.96737,0.088513,0.04304,0.40734,0.15854
0.45845,0.0068062,0,0.031852,0
0,0.0069302,0,1.6787,0.32533
0,1.6868,0,0,0
0.016625,0.4643,0.16321,0.24431,0.0076016
0.1791,0.30313,0,0,0.061666
0.19583,0.19504,0,0.18372,0
0.20346,0,0,0,0
0.22343,0.10667,0,0,0
0.048656,0.099164,0.28973,0.20186,0
0.23828,0,0,0.087088,0
0.12119,0,0.26546,0.20829,0
0.21779,0.23799,0.31616,0.36771,0
0.18067,0.17451,0,0.12257,0
0.20019,0,0.041149,0.37445,0
0.272,0,0,0.055403,0
0.064253,0.26033,0.26946,0.11778,0
0.34877,0.19314,0,0,0
0.22459,0.19865,0,0,0
0.26209,0,0.062941,0.33751,0
0.11733,0,0.11454,0,0
0.23965,0.16027,0,0.19375,0
0.21082,0.15108,0.24562,0,0
0.29069,0.061925,0,0,0
0.24794,0.16569,0,0,0
0.1039,0,0.067212,0.0702,0
0.22834,0,0,0,0
0.035944,0.30169,0.28313,0.13688,0
0.18532,0,0,0.25473,0
0.15908,0.24221,0,0,0.048042
0.10957,0.38719,0,0.21694,0.08312
0.030738,0.1964,0.23319,0.22649,0
0.24218,0.054468,0.076832,0.038095,0
0.047039,0.31206,0.12805,0.47779,0
0.26966,0,0,0.027454,0
0,0.14091,0,0.97326,0.76225
0.16616,0.16063,0.24281,0.043973,0
0.19191,0.25759,0.058051,0,0
0.17494,0,0.095527,0,0
0.089979,0.24932,0.10327,0.36889,0
0.055887,0.14461,0,0,0.55589
0.082688,0,0.26492,0.18318,0
0.14415,0,0.18951,0.13981,0
0.11954,0,0,0.26619,0
0.34782,0,0,0,0
0.24794,0,0,0,0
0.35132,0,0,0.017463,0
0.28283,0,0,0,0
0.39217,0,0,0.015404,0
0.19453,0.25929,0.39554,0.11268,0
0.36545,0.21864,0,0,0.063098
0.31835,0,0,0.017626,0
0.24189,0,0,0,0
0.10961,0,0.17948,0.39192,0
0.1706,0,0,0.18617,0
0.32404,0.087272,0,0,0
0.26097,0,0,0,0
0.24208,0.12114,0.51874,0,0
0.27242,0,0,0,0
0.27305,0,0,0,0
0.37773,0,0,0.10975,0
0.46558,0.032527,0,0.25027,0
0.36071,0,0,0.014112,0
0.28832,0,0,0,0
0.2747,0,0,0,0
0.31481,0,0.13634,0,0
0.1771,0,0,0.17247,0
0.29534,0.02569,0,0,0
0.023587,0,0,0.25731,0
0.4103,0,0,0.23517,0
0.1393,0,0.18248,0.10413,0
0.38704,0,0,0.097613,0
0.38186,0,0,0,0
0.35039,0,0,0,0
0.38877,0,0.078374,0.23716,0
0.42405,0.19484,0.15825,0.012553,0.54306
0.53517,0.14179,0.29295,0,0.31112
0.247,0,0,0,0
0.20223,0,0,0.16609,0
0.21756,0,0,0,0
0.27666,0,0,0.24501,0
0.31218,0,0,0,0
0.16801,0,0,0.29414,0
0.1864,0,0,0.10938,0
0.37247,0,0,0,0
0.43428,0,0,0,0
0.48774,0,0,0,0
0.36949,0,0,0.19803,0
0.15523,0,0,0.18022,-0
0.20183,0.1355,0.2758,0,0.60158
0.23673,0,0,0,0
0.37261,-0,-0,0,-0
0.32213,0.18888,0,0,0
0.27657,0,0,0,0
0.32468,0,0,0.18247,0
0.28299,0,0,0.069386,0
0.24226,0,0.030547,0,0
0.36674,0,0,0,0
0.41862,0,0,0,0
0.20399,0,0,0.22103,-0
0.15093,0,0,0.2358,0
0.060997,0,0,0.1998,0
0.33808,0,0,0.02415,0
0.24048,0,0,0,0
0.26879,0,0,0,0
0.34474,0,0,0,0
0.24537,0,0,0,0
0.14339,0,0,0.26744,-0
0.47858,0,0,0,0
0.39832,0,0,0,0
0.26253,0,0,0,0
0.30878,0,0,0.070893,0
0.333,0,0,0,0
0.35731,0.027976,0,0,0
0.34504,0,0,0.049196,0
0.41438,0,0,0,0
0.29666,0,0,0,0
0.27854,0,0,0,0
0.37681,0,0,0,0
0.38602,0,0,0,0
0.47056,0.36122,0,0,0
0,1.4343,0,0,0
0.27274,0,0,0.16029,0
0.34226,0.074869,0,0,0
0.12687,0,0.07508,0.09903,0
0.38816,0,0,0,0
0.28443,0,0.032719,0.31802,0
0,0.24017,0.35178,0.051106,0.67665
0,0.35186,0.19179,0,0.60921
0,0.29671,0.13566,0.23466,0.05631
0,0.036587,0.74607,0,0.039987
0.28844,0,0,0,-0
