incR0	lncipediaID	Case1	Case2	Case3	control1	control2	control3
incR1088	lnc-GPRIN1-1:2	3.9433055	3.855443	3.455115	4.1585426	4.2541	4.1622977
incR1089	lnc-GRIK3-2:1	2.301237	3.129306	2.1561527	3.0967066	3.5645988	3.6309164
incR1090	lnc-GSG2-3:1	2.7394094	1.9197851	2.6180542	3.3049219	3.9404953	3.5431972
incR1091	lnc-GSTM4-3:1	10.405342	10.442491	10.079158	10.553928	10.948214	10.981926
incR1092	lnc-GTF2A2-4:1	10.273709	10.246814	10.372118	10.561421	11.013241	11.009518
incR1093	lnc-GTF2B-2:3	6.1559258	6.341556	6.407476	6.585082	7.212142	7.1281495
incR1094	lnc-GTF3C1-4:1	3.580456	3.1681256	3.5024967	4.0341625	3.9320288	3.8167176
incR1095	lnc-GTPBP10-1:1	0.88110757	1.953972	0.89970034	2.1708345	2.7093692	2.316232
incR1096	lnc-GZMA-3:1	2.270238	1.9892498	2.3572426	4.294065	3.3790264	3.5385194
incR1097	lnc-GZMK-2:1	3.505846	3.6139097	3.3897583	4.1719847	4.165819	3.9927742
incR1098	lnc-H3F3C-7:1	0.88016903	0.9136193	0.9022404	1.9694574	1.3673587	2.2980528
incR1099	lnc-HAAO-4:1	0.83383954	1.3659934	0.829081	1.6382171	1.6541	2.1973853
incR1100	lnc-HGSNAT-12:1	7.0222964	6.83933	7.297202	7.276951	7.6882153	7.764346
incR1101	lnc-HIST1H2BJ-1:1	1.7345073	1.6018442	0.947333	2.6876822	2.3023243	2.4868107
incR1102	lnc-HLCS-3:1	1.9778339	2.6287951	2.6933777	3.25211	3.3617334	3.4939888
incR1103	lnc-HMGB2-6:1	8.12711	7.863989	8.207135	8.39898	8.688772	8.551494
incR1104	lnc-HMGB3-1:2	4.2027116	4.615577	4.4720106	4.65874	5.01291	5.037052
incR1105	lnc-HMGN3-4:1	4.0409384	4.1867876	4.5661182	4.6249876	4.7026477	4.8575945
incR1106	lnc-HNF1A-1:1	2.0446014	1.938839	1.9640279	3.3777444	2.2926257	2.600173
incR1107	lnc-HOMER2-2:2	6.479737	6.581212	6.523823	6.929983	7.076286	6.9112573
incR1108	lnc-HSPA12A-1:1	1.0356367	0.8754346	1.0140773	1.9397653	1.8396575	1.7728199
incR1109	lnc-HSPB9-4:1	8.224189	8.300046	8.529181	8.608981	8.990651	8.992482
incR1110	lnc-HYI-6:1	1.7730688	2.7764435	2.0522466	2.7024958	3.4498422	3.0132082
incR1111	lnc-IARS2-3:1	4.777167	5.163295	5.311323	5.409933	5.685787	5.452172
incR1112	lnc-IDH1-1:1	14.343004	14.23765	14.393378	14.516439	15.154502	14.791124
incR1113	lnc-IFITM3-3:1	1.1069018	1.0535924	1.5534098	1.969001	2.3685384	2.0152075
incR1114	lnc-IFNK-1:1	3.7447581	3.1494431	3.7583494	4.223972	4.3129706	4.350416
incR1115	lnc-IGLL1-2:4	6.8818245	7.201429	7.206444	7.5407114	7.628743	7.5260315
incR1116	lnc-IKZF2-4:1	1.345674	0.94953537	0.867931	2.3464282	2.1625354	2.7041645
incR1117	lnc-IL10-1:1	12.461021	12.342653	12.31809	12.520628	13.034591	12.8956375
incR1118	lnc-IL17RA-17:1	4.3014727	4.2898107	4.4041653	4.610351	4.9011445	5.1868
incR1119	lnc-IL17RA-22:1	5.6626487	6.0825863	5.873811	6.2518907	6.3984566	6.4286184
incR1120	lnc-IL31RA-3:1	2.8348505	2.127882	2.486904	3.3006017	3.8136299	3.3645632
incR1121	lnc-IL34-4:1	0.9926799	1.0161287	2.3035698	2.4080255	2.423618	2.5258594
incR1122	lnc-ILF2-1:1	5.3095417	5.4576726	5.213916	5.7721357	6.052632	5.662009
incR1123	lnc-IPO9-2:1	3.1722932	2.4533224	2.0671248	3.470603	3.3236492	3.6514797
incR1124	lnc-IQCH-4:1	12.813847	12.88249	12.393791	12.996781	13.319786	13.393967
incR1125	lnc-IRAK1BP1-5:1	2.5616	2.7235618	2.940999	3.5566373	3.3163192	3.5850952
incR1126	lnc-IRS2-8:1	0.9386201	2.0332901	1.6091155	2.2208714	2.725846	2.3237202
incR1127	lnc-ISM1-3:1	2.8888938	3.0874114	3.599845	3.85457	3.8538568	4.1590223
incR1128	lnc-ISPD-1:1	5.871551	6.0809174	5.820188	6.2868724	6.616484	6.9514585
incR1129	lnc-ITPKB-1:1	0.95778954	0.9289674	0.97899073	1.6391569	2.4548419	2.0032082
incR1130	lnc-KANK4-2:1	2.877352	3.0529203	3.1452498	3.5061731	3.3138745	3.5189152
incR1131	lnc-KATNAL2-10:1	9.251604	9.287321	8.942027	9.40675	9.787007	9.606346
incR1132	lnc-KCNA5-4:1	5.6622667	5.8258142	6.0834475	6.18624	6.211547	6.428537
incR1133	lnc-KCNS3-8:1	1.1468168	1.8458906	1.4921217	1.9105672	2.3956752	2.8933516
incR1134	lnc-KCNV2-5:1	3.0185256	3.3425815	1.4397217	4.468889	4.052149	3.6465132
incR1135	lnc-KCNV2-6:1	3.5526478	4.2223167	3.8105311	4.4227777	4.824535	4.594612
incR1136	lnc-KDR-4:1	0.87314886	0.90685236	0.8917095	1.0619961	1.6548377	1.2347465
incR1137	lnc-KIAA0825-3:1	10.929719	11.1154175	10.659385	11.271642	11.584024	11.523081
incR1138	lnc-KIAA1109-2:1	1.1208395	1.1152059	1.2244071	1.8429344	2.8484876	1.7187822
incR1139	lnc-KIAA1586-1:1	4.768629	4.9268184	4.6098046	4.947236	5.7159944	5.7544093
incR1140	lnc-KIAA1671-2:1	3.5210834	3.2304864	3.4180725	3.6712544	4.3160725	4.4042463
incR1141	lnc-KIF16B-5:1	3.8016806	3.6003332	3.990808	4.439578	4.4516497	5.1665373
incR1142	lnc-KIF2C-3:1	6.118101	5.944449	6.3314414	6.424714	6.857958	6.5961227
incR1143	lnc-KLF3-4:1	1.6234164	1.7296715	1.2102599	2.584638	2.6359344	2.7016532
incR1144	lnc-KLF5-12:1	3.47319	3.5505972	3.7110274	3.9822686	3.9394822	4.0501347
incR1145	lnc-KLF7-2:2	0.9632288	0.98339653	1.1523907	2.5709867	2.6341248	2.059164
incR1146	lnc-KLHL23-1:1	4.8605704	4.894113	4.4758267	4.9908733	5.2172055	5.276774
incR1147	lnc-KLHL29-4:1	0.971509	1.058182	1.0964351	2.1253173	1.2273722	2.3799348
incR1148	lnc-KRBA2-1:3	13.123568	13.312097	12.871858	13.447905	13.722874	13.649787
incR1149	lnc-KRT80-8:1	1.4971539	1.1782359	1.2825055	2.0299528	2.9642773	3.0003934
incR1150	lnc-LARP4-2:1	11.658113	11.810606	11.330247	11.942533	12.130432	12.104906
incR1151	lnc-LCORL-1:1	1.1377327	1.086514	1.2846037	1.5477734	1.7106783	1.6873322
incR1152	lnc-LHPP-6:3	1.0905116	1.0383127	1.0964152	2.9553888	2.3027883	2.5028596
incR1153	lnc-LIG4-2:1	2.9302137	2.5472965	2.6442192	3.2316287	3.4447231	3.0768085
incR1154	lnc-LILRA4-1:1	6.4293323	6.8027782	6.407929	6.745631	7.3504467	7.2797446
incR1155	lnc-LINGO2-4:1	0.97298056	2.15594	1.0075848	3.143427	2.588408	3.0086958
incR1156	lnc-LRAT-2:1	4.8801613	4.8686447	5.1399555	5.4089	5.396338	5.33398
incR1157	lnc-LRMP-2:1	5.5599546	5.4743285	5.66211	5.858983	6.1230617	6.1093287
incR1158	lnc-LRP1B-3:1	4.013618	4.2856936	4.551004	4.6332827	5.2576637	4.914581
incR1159	lnc-LRP1B-9:1	3.376637	3.6509464	3.3287358	3.7518153	4.3805256	4.0767083
incR1160	lnc-LRPPRC-3:1	0.95243543	0.94879997	0.92774224	2.4174144	2.1693857	1.2469568
incR1161	lnc-LRRC4-1:1	0.92505777	1.1463753	0.90936387	2.1324968	2.3613887	2.0687
incR1162	lnc-LRRC8D-2:1	5.788212	6.0855956	5.9832983	6.244585	6.5589523	6.5011153
incR1163	lnc-LRRN2-1:1	0.95888215	0.9691817	0.9836049	1.3403875	2.6759202	2.896273
incR1164	lnc-LTN1-2:2	13.349596	13.407704	13.079206	13.500411	13.734524	13.783493
incR1165	lnc-LYPLAL1-4:1	1.1208979	1.4310677	1.194407	1.6204062	2.6803355	2.9291313
incR1166	lnc-MAN1A1-1:3	4.1278057	4.034231	3.8788888	4.6194277	4.550255	4.7646136
incR1167	lnc-MANEA-16:1	5.1063437	4.9025645	5.0855865	5.5668697	5.5130386	5.807669
incR1168	lnc-MANSC4-5:1	5.5125594	6.0237074	5.9774437	6.2306867	6.347518	6.3771315
incR1169	lnc-MAP1LC3B-7:2	3.0818431	3.136921	2.653583	3.3419244	3.4508758	3.3120742
incR1170	lnc-MAP2K6-6:1	4.095769	4.3236628	4.126567	4.5958133	4.938694	4.8856654
incR1171	lnc-MAPK15-4:1	3.9068942	3.9749289	3.9793804	4.175763	4.486232	4.592777
incR1172	lnc-MAPK6-5:1	5.6513844	5.84271	5.9743357	6.005076	6.4353905	6.4773736
incR1173	lnc-MARCH11-3:1	2.5127985	2.582381	2.3527665	3.1948352	3.174172	3.4319677
incR1174	lnc-MAT2A-1:1	1.5900035	2.0695078	2.5918188	3.5915205	2.564063	3.485604
incR1175	lnc-MAX-12:1	7.6468472	7.76501	7.894285	8.161877	8.691901	8.701198
incR1176	lnc-MCHR2-1:1	9.619142	9.573788	9.416867	9.6732	10.085342	10.080007
incR1177	lnc-MDH1B-6:1	4.7975698	4.7850366	4.5594187	5.2706017	5.3497996	5.373198
incR1178	lnc-MED31-1:1	3.3238606	3.7648711	3.629239	4.1823273	4.12897	3.9159603
incR1179	lnc-MEF2A-3:1	3.650158	3.4821358	3.5830119	3.8989544	4.1868787	4.0662766
incR1180	lnc-MELK-2:1	4.957428	4.634578	5.2898006	5.5665727	5.896532	5.762559
incR1181	lnc-MEP1A-3:1	5.9654403	6.1624565	5.93055	6.25351	6.499632	6.5558534
incR1182	lnc-METTL20-2:1	1.3949411	1.2438049	1.8428949	2.6344905	2.9776628	2.2339475
incR1183	lnc-MEX3A-1:1	4.239217	4.0040607	4.3228364	4.507722	4.7633643	5.0413837
incR1184	lnc-MEX3C-6:1	8.168106	8.527237	8.171095	8.5287485	8.89154	8.754967
incR1185	lnc-MFAP4-3:8	1.284447	2.35494	2.2327998	2.7266254	3.0184197	3.3909802
incR1186	lnc-MICALCL-2:1	1.8052195	1.626214	1.7553909	2.7035427	2.6090386	2.5777762
incR1187	lnc-MICALCL-6:1	4.037956	4.254653	3.619032	4.3059115	4.7840405	4.840715
incR1188	lnc-MIER3-4:1	4.81284	4.9839005	4.6198854	5.5314775	5.0988283	5.1270533
incR1189	lnc-MITF-11:1	1.9522933	2.845133	2.478899	3.4520726	3.616968	3.5505667
incR1190	lnc-MLF1-5:2	5.4689617	5.641414	5.84931	6.0199957	6.2814665	6.0790286
incR1191	lnc-MLH3-2:1	2.8995395	3.0717266	2.5519001	4.3477364	3.6355848	3.3656023
incR1192	lnc-MLLT3-2:1	3.1666982	2.480762	2.2036796	3.560233	3.2174194	3.4464703
incR1193	lnc-MN1-9:1	3.1676702	2.9386487	3.5532014	3.8332965	4.459257	4.390331
incR1194	lnc-MOCS1-3:1	13.925305	13.939167	13.617911	14.063906	14.335766	14.412714
incR1195	lnc-MPDZ-3:1	2.342769	1.1844769	1.1905881	2.7791314	3.652618	3.2373836
incR1196	lnc-MPPE1-4:1	1.59013	1.7223641	1.6453184	2.706935	2.7467937	2.774266
incR1197	lnc-MRPL1-2:1	2.3742964	2.089166	2.776684	3.098492	3.2978754	3.708066
incR1198	lnc-MRPL34-1:1	9.268157	9.031962	9.295235	9.622444	9.787788	9.625854
incR1199	lnc-MRPL41-1:1	4.48677	4.697882	4.7297373	4.914249	5.1483145	5.1308618
incR1200	lnc-MS4A5-2:1	2.9955902	2.7841032	2.8245661	3.5411563	3.7587736	3.4460955
incR1201	lnc-MSN-1:3	5.320086	5.725979	5.417726	5.8194594	5.8484063	6.138993
incR1202	lnc-MTRNR2L1-9:1	3.5599487	4.3791986	3.728224	4.3475504	4.7069893	4.6569943
incR1203	lnc-MTRR-10:1	3.4115088	3.2804387	3.5329795	3.890865	3.6704228	4.0481367
incR1204	lnc-MYH15-1:2	6.355515	6.671762	6.470487	6.6615987	7.1106358	7.2031913
incR1205	lnc-MYO10-15:1	2.6306968	2.9004097	2.8277583	3.5833123	3.719174	3.191979
incR1206	lnc-MYO10-6:2	1.135144	0.98121005	0.908684	1.4854747	2.295992	1.5617492
incR1207	lnc-MYO19-1:4	5.028768	4.816159	5.0666323	5.1962967	5.6749754	5.865675
incR1208	lnc-MYO9A-1:1	4.5468316	4.7831945	5.0484343	5.1832685	5.3325186	5.085354
incR1209	lnc-N4BP2-3:5	2.304411	2.7088737	2.3791776	3.2648828	2.9343436	3.7797482
incR1210	lnc-NAA50-4:1	10.449336	10.258081	10.392929	10.608754	11.245062	11.227567
incR1211	lnc-NAP1L5-4:1	1.3354543	1.5187387	2.6975384	3.286778	2.5631077	3.3632865
incR1212	lnc-NBAS-11:1	5.632158	5.577825	5.724789	6.196165	6.238468	6.161033
incR1213	lnc-NBEA-6:1	3.8647366	4.2921124	4.042249	4.4755087	4.937169	4.706518
incR1214	lnc-NBN-7:1	1.2807931	1.817143	0.8116467	2.1552064	1.9396889	2.0847676
incR1215	lnc-NBPF3-3:2	0.8565889	0.85039115	0.8905892	2.4012997	1.5765662	1.2525082
incR1216	lnc-NDEL1-5:1	2.9798946	3.0841677	2.587871	3.5937836	3.201585	3.6911964
incR1217	lnc-NDFIP2-21:1	10.8285885	11.093761	10.821813	11.099539	11.586147	11.590109
incR1218	lnc-NDUFS6-13:1	3.2647176	3.0312395	3.62428	4.0310955	4.0244513	3.598451
incR1219	lnc-NFKBIA-7:2	0.8877904	0.8913618	0.8786421	1.6783677	1.8058403	2.0974064
incR1220	lnc-NIPAL2-6:1	5.782147	5.8687863	5.7969136	6.140584	6.4938045	6.18624
incR1221	lnc-NKX1-2-3:1	6.5533113	6.5421634	6.3511353	6.9052534	7.198575	6.9515734
incR1222	lnc-NKX2-5-5:1	7.746189	8.2250805	7.99369	8.1785345	8.589273	8.571225
incR1223	lnc-NLRP3-5:1	1.438635	2.3086998	2.2252765	3.4455342	3.8698325	2.9653509
incR1224	lnc-NMU-4:1	4.802141	4.8924685	4.479538	5.1723537	4.9152637	5.265338
incR1225	lnc-NPBWR1-4:1	5.05179	5.055835	4.6129713	5.226973	5.3286605	5.3999057
incR1226	lnc-NPVF-8:1	4.5623264	4.7561126	4.570959	4.784267	5.1287675	5.147217
incR1227	lnc-NR2F2-10:1	11.845839	11.977101	11.536272	12.008295	12.428429	12.320522
incR1228	lnc-NR2F2-13:1	0.9859537	0.96969515	0.9546651	3.685533	2.0802276	3.1677365
incR1229	lnc-NR3C1-1:1	1.3300543	2.4865499	0.98037505	3.271609	2.3286066	3.0356283
incR1230	lnc-NRSN1-3:1	2.3346527	2.4472568	1.5253786	2.7920344	3.0954497	3.193751
incR1231	lnc-NRSN2-1:1	4.410039	4.8438864	4.536642	4.8305016	5.2943826	5.2872796
incR1232	lnc-NTM-6:3	1.7551035	1.135277	1.2740366	2.909363	1.7274606	2.5082133
incR1233	lnc-NTRK1-1:1	3.7474208	3.6362114	2.9116256	4.141956	4.3596673	4.3184805
incR1234	lnc-NTRK3-6:2	1.9718026	1.8126895	1.1310275	3.4501061	2.886764	2.3668275
incR1235	lnc-NUMB-4:1	1.0224191	1.0233344	1.0716145	2.304048	1.8490887	2.7893486
incR1236	lnc-OBFC2A-15:1	0.80985	0.8412508	0.8067631	2.0346344	1.5156441	1.2153621
incR1237	lnc-OCA2-1:1	3.7026942	3.723566	3.8726864	4.4028015	4.060893	4.363711
incR1238	lnc-OR11L1-2:1	6.2794456	6.349829	6.404418	6.640202	7.095915	6.6383986
incR1239	lnc-OR4F16-9:1	8.012064	8.352232	8.149141	8.4752655	8.83813	8.71033
incR1240	lnc-OR6J1-1:1	11.311041	11.51125	11.057695	11.66196	11.937651	11.879791
incR1241	lnc-OR8B12-1:1	1.4945397	1.1666467	1.0813806	2.7799306	3.0944831	2.041875
incR1242	lnc-ORC6-4:1	1.6831355	1.4483318	0.90651274	2.6135876	2.3153355	2.7658727
incR1243	lnc-OSR1-6:3	3.1346912	2.90532	2.8719738	3.8152273	3.912467	3.8807116
incR1244	lnc-OXNAD1-6:1	2.5960548	2.3381038	0.801509	3.1643634	3.4599059	3.4710882
incR1245	lnc-PASD1-2:1	3.3142753	4.09746	3.7695959	4.120675	4.394167	4.533926
incR1246	lnc-PAX5-6:1	6.2154307	6.385796	6.3773527	6.4829464	6.9514585	7.0160823
incR1247	lnc-PAX9-6:1	4.3431373	4.3986344	4.430928	4.8056507	4.900633	4.8512435
incR1248	lnc-PAXIP1-8:1	1.3353742	0.9758725	1.4601241	1.6556432	2.165255	2.8464208
incR1249	lnc-PCBD1-5:1	0.8949799	0.99317	0.92819417	1.6582798	1.720049	1.105962
incR1250	lnc-PCDH20-15:1	4.66751	5.084234	4.738358	5.0859957	5.3704233	5.443709
incR1251	lnc-PCNXL2-4:1	4.0172367	3.3396692	3.8046718	4.5987954	5.032791	4.5564876
incR1252	lnc-PCTP-1:1	4.41343	4.2611985	4.2042465	4.785456	4.621017	4.827598
incR1253	lnc-PDCD2L-4:1	3.577755	3.636827	3.6850677	4.1598887	4.211806	3.8446684
incR1254	lnc-PDE7A-1:1	5.608251	5.716652	5.747361	5.9969687	6.209689	6.1161976
incR1255	lnc-PDHA2-5:1	9.869144	10.261328	10.433637	10.758817	10.796452	10.441475
incR1256	lnc-PDIA6-2:1	13.083223	13.017969	12.780255	13.089147	13.510274	13.451868
incR1257	lnc-PDP1-1:1	4.34974	4.4254837	4.4944134	4.9996223	5.012998	5.1316986
incR1258	lnc-PDS5B-1:1	2.1317105	2.4227314	2.4725332	3.6443424	3.5228891	3.5414357
incR1259	lnc-PDZD3-1:4	2.586804	3.4098306	2.1054673	3.7234864	3.6468415	3.8012261
incR1260	lnc-PDZRN3-1:1	7.42652	7.6434245	7.6055746	7.886303	8.115577	7.935389
incR1261	lnc-PELI2-8:1	1.9211018	1.0978162	1.7106783	2.5228581	2.6341631	3.0313673
incR1262	lnc-PEX2-7:1	2.4476728	2.0037963	1.5497414	3.4664335	3.4397347	3.4781013
incR1263	lnc-PEX3-2:1	11.200865	11.347322	10.907876	11.390297	11.740851	11.588655
incR1264	lnc-PEX3-4:1	5.5613794	5.6759043	5.6626487	5.821539	6.233954	6.405772
incR1265	lnc-PFKP-27:3	2.3323717	2.666489	2.6990583	3.1411724	2.9153638	2.9056015
incR1266	lnc-PHF14-14:11	0.99616474	0.9793588	1.0349138	1.7118955	1.2511629	1.9642682
incR1267	lnc-PHKB-5:1	2.8551097	3.4759388	3.0103064	3.6850677	3.5691485	3.9958131
incR1268	lnc-PIDD-1:1	4.061576	4.107351	3.8353372	4.673278	4.1663737	4.422307
incR1269	lnc-PIGF-4:1	3.2587178	3.467407	3.6116138	4.1018944	3.9429204	4.1315513
incR1270	lnc-PIGK-2:1	1.4588073	2.1437986	1.7193036	2.0950685	2.4533844	2.5270102
incR1271	lnc-PION-5:1	3.7954364	3.8481605	3.3679776	4.3000293	4.3062425	4.370509
incR1272	lnc-PITPNB-3:1	1.2353604	0.9647733	1.920412	1.8682559	2.1839762	2.21651
incR1273	lnc-PITX1-6:1	7.50461	7.6307373	7.2507706	7.793	8.043265	8.018132
incR1274	lnc-PIWIL4-2:2	4.2681713	3.856662	2.9886367	4.62956	5.4895167	5.2747374
incR1275	lnc-PKDREJ-3:1	2.7948995	2.6280746	2.852745	3.45385	3.2700448	3.1433432
incR1276	lnc-PLA2G12A-1:1	2.9407592	3.1988544	3.3493943	3.6736248	3.831734	3.8686807
incR1277	lnc-PLA2G4A-15:1	2.4564009	2.7504227	2.0659723	2.787352	3.1527524	3.1406188
incR1278	lnc-PLD3-3:1	6.2012234	5.9536414	6.551055	6.6052475	6.879271	6.703649
incR1279	lnc-PLEKHG6-3:1	4.183137	3.962336	4.5726585	4.6526847	4.8399034	4.9026427
incR1280	lnc-PMVK-7:1	2.3717618	2.6358433	2.8655293	3.3682911	3.3495479	3.1483696
incR1281	lnc-POLN-1:3	5.0454764	4.6524544	4.9655185	5.3101954	5.2899218	5.3003683
incR1282	lnc-POLR3E-1:1	0.91204804	1.0212873	0.9518956	2.1832974	2.6318982	2.1232605
incR1283	lnc-POLR3F-1:1	12.009911	12.288446	11.987235	12.298031	12.73888	12.712233
incR1284	lnc-POU3F1-4:1	4.481336	5.1112604	4.5111923	5.4022946	5.338264	5.164495
incR1285	lnc-PPP1R3B-7:1	0.9524082	0.9031767	0.97032523	1.646695	1.6264827	1.8403289
incR1286	lnc-PPP4R1-20:1	4.339063	4.42981	4.179323	4.7051253	4.695875	4.877307
incR1287	lnc-PPP4R2-2:1	2.0460277	2.5192034	1.2020957	2.9721255	2.614152	3.0322697
incR1288	lnc-PRDM7-3:1	2.9106119	2.8299646	3.0342085	3.9796574	3.4568925	3.8293798
incR1289	lnc-PRELID1-2:1	9.86365	10.215063	9.816906	10.125936	10.740875	10.666935
incR1290	lnc-PRELID2-1:2	7.2753196	7.4067783	7.4880505	7.6128683	7.92012	7.825274
incR1291	lnc-PRKAA2-9:1	7.1119394	6.859508	6.810705	7.286501	7.324093	7.350883
incR1292	lnc-PRKD1-9:1	4.1877146	4.2533712	4.3654313	4.6355615	5.0724707	4.8217998
incR1293	lnc-PRMT6-8:1	1.279163	1.5236179	1.6030536	2.298144	2.3554711	1.9629686
incR1294	lnc-PRR20A-6:1	4.6686378	4.722888	5.083939	5.0701227	5.367607	5.310452
incR1295	lnc-PRSS3-4:1	9.313657	9.127313	9.607142	9.837654	9.679354	9.744598
incR1296	lnc-PSMA6-3:1	13.455413	13.845803	13.353794	13.8215685	14.330588	14.175031
incR1297	lnc-PSMB7-3:1	8.040233	8.098083	7.8778615	8.321623	8.597563	8.673861
incR1298	lnc-PSMC2-2:1	8.835454	8.6043	9.11971	9.194009	9.371692	9.174743
incR1299	lnc-PSORS1C1-1:2	5.1896973	5.5847716	5.2509203	5.543413	5.8832197	5.856211
incR1300	lnc-PTH-2:1	0.911435	0.9200165	1.1270893	1.4870307	1.6758196	1.2984158
incR1301	lnc-PTH2R-2:1	3.2332525	2.9515588	2.5034156	3.9617827	4.0124874	4.095998
incR1302	lnc-PTN-6:1	3.3869512	3.6071053	4.238754	4.49635	4.588015	4.4411163
incR1303	lnc-PTPN20C-1:1	1.1254833	1.2319272	1.0422399	1.6963001	1.9386075	1.5695626
incR1304	lnc-PTPRB-4:1	3.393511	3.7833061	3.2866092	3.937416	3.9277432	3.8852217
incR1305	lnc-PUS10-4:7	3.5086129	3.0796022	3.4491866	4.053229	3.755045	3.7704012
incR1306	lnc-PXDC1-4:1	3.3456788	3.9753575	3.4391859	4.059867	4.2695	4.247621
incR1307	lnc-PXDC1-8:1	2.7033527	2.7132792	3.1634815	3.2568498	3.8930705	3.4193766
incR1308	lnc-QTRT1-3:1	5.3861914	5.627964	5.5213504	5.8004217	6.246727	6.1552715
incR1309	lnc-RAB17-1:2	3.740079	3.5815537	3.96486	4.287679	4.1432896	4.1675644
incR1310	lnc-RABEP1-1:1	4.2690115	3.629239	3.1602557	4.2941236	4.969739	4.748634
incR1311	lnc-RABEP2-2:2	1.7479894	1.8047334	2.2897696	2.6602619	2.4287095	2.3903935
incR1312	lnc-RAD9A-6:2	5.5168347	5.5742583	5.384944	5.6511583	6.3733506	5.99205
incR1313	lnc-RAG1-2:1	2.3134289	1.8695253	2.1787052	2.6379976	3.1678524	2.6270669
incR1314	lnc-RAPH1-1:1	3.2936225	4.126185	3.7977514	4.385241	4.2941236	4.3125496
incR1315	lnc-RAPH1-5:1	1.3100543	1.1053337	1.1234777	1.7101243	1.7323095	1.5221246
incR1316	lnc-RARS2-2:1	0.8732194	1.4845194	2.66737	3.1100671	3.2151062	2.9665756
incR1317	lnc-RARS-5:1	3.223686	3.4832149	3.7802153	4.096415	3.8837667	4.2346587
incR1318	lnc-RBM6-3:1	1.7049892	0.9631041	2.0424304	2.9086232	2.556231	2.4670658
incR1319	lnc-RBPMS-2:1	2.4123967	2.95169	1.7934523	3.1305249	3.3737946	3.480837
incR1320	lnc-RCL1-2:1	2.0328758	2.207264	2.1181095	3.5333188	2.6819077	2.9281695
incR1321	lnc-RDX-8:1	4.7037435	4.7191243	5.073278	5.214444	5.3760433	5.2770886
incR1322	lnc-REEP3-9:1	2.1147003	2.3170369	2.5190127	2.9155095	2.5122373	3.1790104
incR1323	lnc-RFPL3-4:1	5.762676	5.7648683	5.635757	6.293768	6.024852	6.1667566
incR1324	lnc-RFPL4B-1:11	1.9779617	2.443104	1.6526664	3.1247554	3.251291	2.8545907
incR1325	lnc-RFXAP-3:4	1.7592027	2.383654	2.0182395	2.7099793	3.5168767	3.7058098
incR1326	lnc-RGMA-15:1	1.7444752	1.0559245	1.1219604	2.2484226	2.4414747	2.5015626
incR1327	lnc-RGPD8-5:1	5.7775817	5.9347363	6.148514	6.1667566	6.5391726	6.330702
incR1328	lnc-RGS5-3:1	8.921513	8.739804	9.214714	9.372285	9.544409	9.391685
incR1329	lnc-RGS9-8:1	5.0777955	5.221625	4.6781235	5.410112	5.4090633	5.413979
incR1330	lnc-RHD-4:1	2.2288632	2.5015967	2.8502412	2.9490817	3.4843936	3.1430454
incR1331	lnc-RIMBP2-8:1	2.9437196	2.2652829	2.305704	3.2881365	3.0911968	3.1557848
incR1332	lnc-RNASE13-4:3	2.7068403	2.8093343	3.0696769	3.1735313	3.8150032	3.7523212
incR1333	lnc-RNASE6-2:1	3.77607	3.760574	3.698215	4.405134	3.9614794	4.138824
incR1334	lnc-RNF139-1:1	4.2098417	4.3302064	4.2134953	4.9404163	5.0544577	5.013442
incR1335	lnc-RNF146-6:1	0.93149316	2.1100957	0.9494831	3.2617273	2.2104669	2.9551373
incR1336	lnc-RNF4-1:1	3.8375323	3.8456912	3.8146553	4.0310297	4.27209	4.6610966
incR1337	lnc-ROPN1L-5:1	12.605724	12.90893	12.448093	12.922207	13.533233	13.415465
incR1338	lnc-RP11-1134I14.8.1-6:1	6.293768	6.6501403	6.335948	6.8308587	6.699423	6.9471645
incR1339	lnc-RP11-1277H1.1.1-12:1	4.42518	4.223644	4.3210382	4.9788437	5.2925897	5.248739
incR1340	lnc-RP11-17M16.1.1-8:1	3.3501558	2.7763484	3.4318619	3.6047912	3.9342108	4.566477
incR1341	lnc-RP11-210M15.2.1-6:1	1.4376147	1.5266119	1.5945959	2.3908403	3.3393874	2.6868968
incR1342	lnc-RP11-297N6.4.1-1:1	6.859112	7.2393503	7.1744514	7.363276	7.768622	7.4717274
incR1343	lnc-RP11-407N17.3.1-2:1	6.947778	7.1850553	6.7591696	7.254817	7.6272874	7.376622
incR1344	lnc-RP11-463D19.2.1-2:1	1.3193071	0.9928035	0.97505975	2.3303096	1.4221457	1.8905901
incR1345	lnc-RP11-527L4.2.1-1:1	6.2648716	6.7382655	6.6397805	6.878358	7.105833	6.905184
incR1346	lnc-RP11-571M6.15.1-1:2	7.816783	8.247813	8.190921	8.501152	8.513027	8.541682
incR1347	lnc-RP11-680F20.9.1-2:1	1.943711	1.3257365	2.2475102	2.8203466	2.5115345	2.5771313
incR1348	lnc-RP11-680F20.9.1-2:4	3.7015538	3.394905	4.0203276	4.509924	4.640995	4.947432
incR1349	lnc-RP11-778D12.2.1-2:1	0.82652557	1.3491548	0.8307876	2.37259	1.604149	1.5528392
incR1350	lnc-RP11-796G6.2.1-2:1	11.858761	12.050743	11.626707	12.195712	12.506359	12.503493
incR1351	lnc-RP11-796G6.2.1-3:1	4.592591	3.9664292	3.7808447	4.5504594	5.2864904	5.063699
