incR0	lncipediaID	Case1	Case2	Case3	control1	control2	control3
incR1352	lnc-RP11-884K10.5.1-3:1	3.290932	3.4919145	2.989961	3.772047	3.9025037	4.1009493
incR1353	lnc-RP4-604K5.1.1-11:1	2.1744647	2.941647	2.6654391	3.0273955	3.7433102	3.5843155
incR1354	lnc-RP5-915N17.9.1-2:1	3.3344595	3.6413116	3.0642061	3.5749059	4.3057275	4.31208
incR1355	lnc-RPA3-1:1	4.0863466	3.7370257	4.0572286	4.2866015	4.459357	4.367297
incR1356	lnc-RPL36A-2:1	9.893301	9.907063	9.913492	10.161937	10.657622	10.615824
incR1357	lnc-RPL7A-2:1	11.158534	11.233387	11.096195	11.285623	11.793585	11.777524
incR1358	lnc-RPS24-15:1	4.9720325	5.5314775	5.244453	5.584146	5.91335	5.709992
incR1359	lnc-RPS27L-5:1	3.1264815	3.5596747	3.273126	3.730867	4.0726666	3.8317857
incR1360	lnc-RPS5-1:1	1.9526209	0.9824725	1.0140675	2.3661606	3.0059893	1.9024115
incR1361	lnc-RPS6KA5-1:1	3.531888	3.2746334	3.0117383	3.6408193	3.945394	4.096619
incR1362	lnc-RPS6KC1-2:1	2.9135313	3.3262725	3.123826	3.8539488	3.9257512	4.0609937
incR1363	lnc-RPUSD3-2:1	6.8124285	6.5909753	6.916746	7.0030036	7.454152	7.3054557
incR1364	lnc-RSPO2-1:1	7.8587027	8.189853	7.871747	8.361118	8.836269	8.547489
incR1365	lnc-RTN4-1:1	3.4587169	2.936181	3.0248816	3.3755484	3.7229362	3.7844884
incR1366	lnc-RTN4R-3:1	4.9569287	5.3825173	5.296089	5.6256785	5.7670555	5.6830225
incR1367	lnc-RWDD3-6:1	2.743209	2.9206553	2.3403955	3.2965417	3.4525263	2.984182
incR1368	lnc-S100B-1:1	4.087885	3.955291	4.118349	4.477225	4.6531696	4.5053024
incR1369	lnc-SATB2-3:1	5.1315165	5.2413707	5.2363396	5.5243855	5.8523	5.4418225
incR1370	lnc-SCARF2-5:1	4.052764	3.7490783	3.412669	4.2851033	4.2367067	4.466673
incR1371	lnc-SCLT1-4:2	3.966298	4.268681	4.0182843	4.521349	4.3725867	4.543014
incR1372	lnc-SDSL-9:1	5.862454	5.638752	6.102621	6.2106676	6.5316715	6.211701
incR1373	lnc-SEBOX-1:1	2.2505136	2.8525434	2.8508954	3.6116855	3.0768085	3.1326687
incR1374	lnc-SEPW1-2:1	7.778621	7.8496256	7.534867	7.882169	8.291392	8.181094
incR1375	lnc-SERPINA7-1:1	4.082344	3.7606413	3.3725884	4.5129495	4.7200584	4.837841
incR1376	lnc-SH2B2-6:1	2.4018986	2.209182	2.1910527	2.8174968	3.052732	2.7051072
incR1377	lnc-SHANK2-4:1	4.174055	4.1890044	4.269104	4.860126	4.712188	4.6469426
incR1378	lnc-SHPRH-6:1	0.93021905	1.3051251	0.9529521	1.5374484	1.8042407	1.943912
incR1379	lnc-SIRT4-7:1	1.7041166	1.9408854	2.8608165	2.9274092	3.4826288	3.266834
incR1380	lnc-SLC12A1-1:1	2.0391426	1.2418311	1.567107	2.6900594	2.7588866	2.0449443
incR1381	lnc-SLC15A4-21:1	2.0295234	1.9559101	1.746105	2.2362099	2.8704226	2.2355037
incR1382	lnc-SLC17A6-1:1	1.3847432	1.6447297	1.023351	2.4143174	2.8022752	2.1936433
incR1383	lnc-SLC24A4-1:1	4.6684074	4.917228	4.7135386	5.282433	5.2559605	5.339082
incR1384	lnc-SLC25A15-1:1	2.036986	2.7212696	2.3673205	3.1783864	3.049562	3.072468
incR1385	lnc-SLC25A43-1:1	3.5847304	4.1025224	3.7092488	4.331643	4.411633	4.1218038
incR1386	lnc-SLC35A1-4:1	4.5115404	5.0800486	4.6569157	5.2559605	5.250545	5.369461
incR1387	lnc-SLC35F5-6:1	2.6008496	2.8776176	2.4174373	3.1492314	3.6156085	3.2245262
incR1388	lnc-SLC6A17-1:1	5.051201	5.1488357	5.2220488	5.387027	5.6524105	5.595775
incR1389	lnc-SLC6A17-3:1	5.719928	5.8235292	5.079213	5.952408	6.4361243	6.365155
incR1390	lnc-SLC6A3-1:1	4.0401173	4.2850456	4.542754	4.684689	5.121717	4.914416
incR1391	lnc-SLCO1A2-4:1	7.739741	7.921798	7.124131	8.097787	8.497961	8.203248
incR1392	lnc-SMAD4-2:1	1.287862	0.92322695	1.9411181	2.2529001	2.5988977	2.285676
incR1393	lnc-SMARCC2-2:1	1.2102256	1.3469211	1.7121494	2.4747438	2.1124685	1.7364969
incR1394	lnc-SMN1-3:1	2.2546144	2.1831398	2.7242322	3.0119293	3.0941448	3.4031134
incR1395	lnc-SNAPC5-4:3	9.282023	9.748913	8.833746	10.078306	9.952658	9.963595
incR1396	lnc-SNRPE-3:1	3.890563	3.9285297	4.366506	4.8036895	4.5401506	4.73599
incR1397	lnc-SNURFL-4:1	2.9259384	2.9354606	3.4231834	3.82631	3.4133046	3.6450903
incR1398	lnc-SNX13-2:5	3.9078932	3.9770525	4.2484994	4.9644017	4.713592	4.563715
incR1399	lnc-SOX21-7:1	5.8825083	5.9898047	6.0647244	6.3568487	6.4176006	6.512639
incR1400	lnc-SPERT-3:1	1.6322362	1.7697139	2.173784	2.9242196	2.1715515	3.1086838
incR1401	lnc-SPG11-4:1	1.0001637	0.881022	1.7774031	2.5048976	1.8607118	2.8048894
incR1402	lnc-SSB-1:1	5.382137	5.119406	5.6447425	5.9337935	5.938368	6.2211637
incR1403	lnc-STAMBP-1:1	5.4473453	5.3556013	5.4705243	5.8228655	6.1647263	6.2731586
incR1404	lnc-STIM2-13:1	1.355461	1.9243644	1.9585971	2.264122	2.3746371	2.4316714
incR1405	lnc-STIM2-7:1	1.2879784	1.6356554	1.3127464	2.7824678	2.4662046	2.2653692
incR1406	lnc-STRBP-5:1	10.450152	10.671594	10.2729225	10.621956	11.137685	11.125059
incR1407	lnc-STRN3-1:5	3.4744706	3.2523115	2.9127612	3.5772867	3.8111048	3.558508
incR1408	lnc-STX16-4:1	3.630821	3.6452894	3.8738897	3.9927742	4.4507666	4.396431
incR1409	lnc-STYX-9:1	0.9792992	0.9440001	1.0030192	1.4990977	2.6187806	2.8473003
incR1410	lnc-SUN5-1:1	2.1599765	2.7074003	2.1874309	2.9044037	3.1807709	3.0368695
incR1411	lnc-SYCP1-1:1	2.3050182	2.2697957	2.4258924	2.8929937	3.4222667	3.0362291
incR1412	lnc-SYCP2-3:1	2.4313319	2.0443704	2.250707	2.612217	3.0565493	3.2495341
incR1413	lnc-SYNE2-4:1	9.363723	9.873899	9.716769	9.993714	10.22897	10.041994
incR1414	lnc-TARBP1-9:1	5.380786	5.760309	5.6464853	5.8484063	6.539377	6.207557
incR1415	lnc-TATDN3-1:1	9.981007	10.022407	9.777214	10.394925	10.865968	10.751612
incR1416	lnc-TBX20-4:2	9.347557	9.760828	9.230182	9.734457	9.980823	10.097307
incR1417	lnc-TCF21-3:2	5.9343777	6.121694	6.496602	6.7409825	6.7717857	6.684604
incR1418	lnc-TCHP-1:3	0.8323084	1.6695001	1.1102717	3.3064103	1.9450278	2.693979
incR1419	lnc-TDRD9-1:1	2.1074517	1.4399323	1.3790748	2.5447464	2.24863	2.6900594
incR1420	lnc-TECPR1-2:1	1.2662649	0.93930334	0.917651	1.9585971	1.4378821	2.2968922
incR1421	lnc-TEK-1:1	8.033695	7.832036	8.171666	8.333725	8.855694	8.804794
incR1422	lnc-TEKT4-3:1	11.962641	11.881374	11.458456	12.145271	12.361215	12.393791
incR1423	lnc-TELO2-1:1	0.93163675	0.8971109	0.95200646	1.3375468	2.608569	2.032213
incR1424	lnc-TFAP2A-12:1	6.083239	6.358665	6.383129	6.6500373	6.736925	6.842737
incR1425	lnc-TFCP2-4:2	6.526175	6.6655507	6.3419776	6.901814	6.9347496	7.2112947
incR1426	lnc-TGFBRAP1-4:2	1.1185615	1.6038147	2.0052853	2.3397071	2.4123967	2.6993349
incR1427	lnc-THSD4-1:1	6.840915	6.9008064	7.1436496	7.2876177	7.7051125	7.454294
incR1428	lnc-TIMP3-4:1	1.5207038	2.1384933	0.8944923	3.0318472	2.3655684	2.7980182
incR1429	lnc-TIPRL-1:1	11.223471	11.386956	11.003638	11.459911	11.872322	11.728828
incR1430	lnc-TLE1-7:1	8.120914	8.346693	8.323124	8.542265	8.727045	8.735281
incR1431	lnc-TLE4-3:1	6.298788	6.456174	6.3081493	6.613691	6.892494	6.7856774
incR1432	lnc-TMED7-1:2	3.586162	3.6725373	4.03467	4.2702465	4.5320287	5.2066026
incR1433	lnc-TMEM171-1:1	7.638378	7.7711377	7.352112	8.098597	7.945155	8.069044
incR1434	lnc-TMEM173-4:1	0.87224734	0.9801873	0.9028442	1.5418772	1.6752911	1.4230043
incR1435	lnc-TMEM174-1:1	2.8877323	3.1573527	2.9892623	3.2010386	3.5630465	3.4892085
incR1436	lnc-TMEM182-7:1	3.6342812	2.2139673	2.8795502	3.9253862	4.055111	4.0142894
incR1437	lnc-TMEM183A-2:1	6.1433825	6.436209	6.4779105	6.699657	6.707329	6.816605
incR1438	lnc-TMEM74-2:1	0.9829302	1.076636	0.94190365	1.6498078	1.7145526	1.6719806
incR1439	lnc-TMEM75-4:1	5.5665727	6.008294	5.837679	6.113543	6.4233365	6.2945766
incR1440	lnc-TNFAIP8L1-3:1	11.243215	10.9454	11.10127	11.297307	11.871843	11.974491
incR1441	lnc-TOPBP1-5:1	3.1249168	2.9214091	2.6899736	3.4382842	4.1424074	3.7416127
incR1442	lnc-TOX4-2:1	0.97195965	2.029823	1.4409859	2.8175561	1.9459264	2.5948477
incR1443	lnc-TP53-1:1	5.9109106	6.3632107	6.161932	6.5855117	6.536108	6.641075
incR1444	lnc-TPH2-5:1	2.650555	2.9898777	3.0902333	3.4958475	3.866705	3.3430257
incR1445	lnc-TREX1-8:1	3.7796278	3.6624086	3.8532906	4.149271	4.0389643	4.4734316
incR1446	lnc-TRH-4:1	2.9291313	3.106605	3.3216486	3.749908	4.3356338	4.51961
incR1447	lnc-TRIM16-1:10	5.242817	5.194439	5.189346	5.388853	5.9054527	6.1028824
incR1448	lnc-TRIM24-4:1	13.404873	13.24138	13.404873	13.512076	13.97876	13.763579
incR1449	lnc-TRIM9-2:1	4.7911487	5.1632514	4.9289656	5.2430015	5.562274	5.3894095
incR1450	lnc-TRIML2-2:3	1.032724	1.5852741	1.1339324	2.1727707	1.8411037	1.7370486
incR1451	lnc-TRNP1-2:1	13.556654	13.634865	13.271965	13.645138	14.0937605	14.083196
incR1452	lnc-TRPV4-2:1	8.509258	8.955169	8.916581	9.241435	9.558594	9.481089
incR1453	lnc-TRPV5-1:2	4.85199	4.876767	5.221495	5.5093875	5.573686	5.4741035
incR1454	lnc-TRPV6-3:1	5.700813	6.2287245	6.063101	6.357374	6.369845	6.5928493
incR1455	lnc-TSHR-5:3	6.6929536	6.989746	6.9471645	7.109481	7.532362	7.4065638
incR1456	lnc-TSPAN19-1:2	1.8801804	2.0856442	1.5661913	2.5071006	2.8638468	2.3467956
incR1457	lnc-TSPYL5-3:1	4.121323	3.5811887	3.87576	4.1276464	4.57201	4.5437407
incR1458	lnc-TTC21A-4:1	0.98966235	1.4809926	1.0209084	2.3112085	1.784631	1.5028667
incR1459	lnc-TTLL7-8:1	1.2687172	0.971247	2.0489793	3.7210941	3.4261296	3.3946795
incR1460	lnc-UBAP2-4:1	4.163887	3.8024404	4.3033266	4.4020376	5.0051894	4.9490843
incR1461	lnc-UBL3-5:1	2.0426755	2.940999	2.967093	3.6139097	3.740079	3.1933455
incR1462	lnc-UBLCP1-1:1	0.80726594	0.85093343	0.82018125	1.9320556	1.5637789	1.5791458
incR1463	lnc-UFM1-6:1	3.7509925	3.9440885	3.3324182	3.9962444	4.6085343	4.6350894
incR1464	lnc-UGGT1-4:1	9.326218	9.587309	9.280428	9.604803	9.909401	9.858986
incR1465	lnc-UGGT2-4:1	1.4092121	1.1258885	1.7084582	3.6780894	2.9515588	2.537561
incR1466	lnc-UNC5D-6:1	3.7130604	4.00656	4.104946	4.157116	4.983427	4.9258265
incR1467	lnc-UNK-1:1	0.8836634	1.2375348	0.92641103	2.9084568	2.7025576	2.9261827
incR1468	lnc-UPRT-3:1	4.1088305	3.943185	3.805846	4.53672	4.909862	4.680638
incR1469	lnc-URI1-4:1	2.802729	2.8556323	3.4209132	3.7106392	3.6826665	3.4121923
incR1470	lnc-USP20-6:1	4.912403	5.2874026	5.37142	5.4973793	5.745053	5.9007187
incR1471	lnc-USP28-2:1	2.4235353	2.7255847	2.4357429	3.4553573	3.7543726	2.737432
incR1472	lnc-USP45-1:1	2.7442698	3.4703782	2.6726058	3.4975133	3.6902916	3.9433055
incR1473	lnc-UTP20-1:1	11.666874	11.816543	11.262959	12.022842	12.151588	12.1985445
incR1474	lnc-UTP23-4:1	4.9016438	4.5832605	5.137109	5.284464	5.302372	5.3404794
incR1475	lnc-VAMP7-2:1	2.9645023	3.421227	3.325402	3.6804252	3.7283459	3.6029303
incR1476	lnc-VAV3-10:1	3.3689167	2.7388005	2.9511619	3.3577082	3.7599306	3.8380167
incR1477	lnc-VCAN-3:1	4.5929246	4.3042245	4.0364647	4.7113113	4.8933105	4.9864225
incR1478	lnc-VCP-1:2	1.8882713	1.4795717	1.7682817	2.8039856	3.0444422	2.2225506
incR1479	lnc-VEGFC-1:1	4.0201573	3.8887436	3.5526478	4.4031777	4.7263036	4.1807833
incR1480	lnc-VPREB1-9:1	1.9597486	2.3657987	1.4993632	2.811119	2.6328795	2.7458122
incR1481	lnc-VRK1-3:1	5.3717556	5.392622	5.4061317	5.718602	6.116522	6.0579586
incR1482	lnc-VRK1-8:1	0.80414283	0.8631157	0.8045261	1.5312144	1.8791221	2.2251532
incR1483	lnc-VWC2-2:1	5.029712	4.9996223	5.682621	5.8559065	5.8253474	5.868424
incR1484	lnc-WDR25-4:1	5.239308	5.6238766	5.661049	5.8271284	5.9612093	6.035941
incR1485	lnc-WFS1-3:8	2.2800045	1.0105242	1.5514845	3.4528341	3.3684409	2.4188185
incR1486	lnc-WFS1-5:1	3.611744	4.236619	4.1731195	4.54388	4.902378	4.3624425
incR1487	lnc-WISP1-12:1	1.9334173	1.3554128	1.6870998	2.3801723	3.2270646	2.3200889
incR1488	lnc-WNT11-5:1	2.4203959	2.0620553	1.746211	2.8730073	2.82556	3.1044278
incR1489	lnc-WNT16-2:1	3.062338	3.4005582	3.603036	3.9680727	4.081848	4.0526958
incR1490	lnc-WNT6-1:1	5.396784	5.492107	5.7938633	6.0729213	5.8902435	6.2404804
incR1491	lnc-WRNIP1-9:1	2.3324914	1.1898402	2.1695197	2.7935061	3.2342923	2.956035
incR1492	lnc-XPC-6:1	5.3286605	5.88778	5.7372875	6.0964413	6.3949347	6.1413493
incR1493	lnc-XPO5-1:1	1.3116751	0.79805326	2.4256306	2.5095007	2.8522456	3.0690513
incR1494	lnc-XRCC2-3:1	4.970528	4.585269	4.7715406	5.119546	5.3627996	5.4432025
incR1495	lnc-YPEL5-2:1	1.5151399	0.91429305	2.534229	2.9199436	3.6222758	3.3678868
incR1496	lnc-YTHDC1-2:1	4.555528	4.6551027	4.3770213	4.98732	5.08698	5.2671995
incR1497	lnc-YWHAE-1:1	4.563095	5.1072025	4.917228	5.3514667	5.2295647	5.3817377
incR1498	lnc-ZBTB25-2:1	7.0267186	7.0472403	6.890847	7.10142	7.6200976	7.425248
incR1499	lnc-ZFP64-9:1	1.8440957	2.3619866	2.2590508	2.5513787	3.2967024	3.0146642
incR1500	lnc-ZIC4-5:1	1.9638513	1.4772437	1.0108513	2.3978677	3.120819	2.2391763
incR1501	lnc-ZMAT3-7:1	2.7663286	3.3158977	3.4561086	3.8164923	4.04516	3.8738146
incR1502	lnc-ZMAT3-8:1	3.8765814	3.4848142	3.887856	4.1212187	4.310257	4.2756014
incR1503	lnc-ZMYM2-10:1	2.2746844	1.4153383	1.9339094	2.6970813	2.5681977	3.3191655
incR1504	lnc-ZNF180-5:1	6.4907374	6.2242317	6.7931466	7.069208	6.967225	6.8286185
incR1505	lnc-ZNF202-1:3	3.4073212	3.4304454	2.6607819	4.0040607	3.9911826	3.8676696
incR1506	lnc-ZNF227-2:3	0.8204495	0.9032943	0.824348	2.2146232	1.8642461	2.4710982
incR1507	lnc-ZNF326-1:1	4.825897	5.224581	5.0078025	5.306844	5.581826	5.6029024
incR1508	lnc-ZNF346-1:1	5.0047846	4.8950267	4.712964	5.295381	5.0728993	5.4600334
incR1509	lnc-ZNF394-1:2	7.905091	7.538488	7.156991	8.344187	8.0561905	7.99045
incR1510	lnc-ZNF536-10:1	2.5072255	2.2729764	2.8145425	3.3679776	3.6606822	3.5834086
incR1511	lnc-ZNF546-1:3	3.3982277	3.2010386	3.8418221	3.9166965	4.135931	4.1913466
incR1512	lnc-ZNF575-1:1	1.0431397	1.0357842	1.0932473	1.9856462	1.7382247	1.2866032
incR1513	lnc-ZNF585B-2:1	3.7055519	3.2054403	3.0354002	3.6902916	3.9489968	4.0281215
incR1514	lnc-ZNF605-4:2	0.9682096	0.89586383	1.0028994	1.935352	1.4684526	1.7494972
incR1515	lnc-ZNF626-5:1	5.9219265	5.9206476	6.2541776	6.3772182	6.425539	6.470765
incR1516	lnc-ZNF648-1:1	4.138361	4.5579047	4.565072	4.758806	5.192063	5.355489
incR1517	lnc-ZNF680-12:1	1.2403895	1.9731888	2.7781494	3.010407	3.722534	3.1864316
incR1518	lnc-ZNF709-1:1	4.6922956	4.385729	4.35285	4.795631	5.1369133	5.0834613
incR1519	lnc-ZNF730-16:1	3.0860462	3.1633892	3.5536554	3.806202	3.7142894	3.867517
incR1520	lnc-ZNF76-2:1	6.3182306	6.2319865	6.2655244	6.6633015	6.6919804	6.799913
incR1521	lnc-ZNF770-3:1	3.9625075	3.4916282	3.6863644	4.3784533	4.6511855	4.022166
incR1522	lnc-ZNF771-2:1	3.3234305	3.7293468	3.097121	3.7840254	3.806352	3.9475415
incR1523	lnc-ZP4-5:1	1.5301764	0.9533216	2.0935364	2.0947201	3.069913	3.218007
incR1524	lnc-ZRSR2-3:3	3.369772	3.3390474	3.353432	3.7718437	3.8362248	3.7999582
incR1525	lnc-ZSWIM2-8:1	3.7582655	3.860591	3.7716432	4.2238946	4.411924	4.2598786
incR1526	lnc-ZYG11B-2:1	11.5096035	12.126882	11.933527	12.4746895	12.373408	12.478209
incR1527	MKLN1-AS:6	2.0043242	3.119461	2.9915082	3.546314	3.6486974	3.6609077
incR1528	NFIA-AS2:6	3.3987079	3.593175	3.1797442	3.6498308	4.0524044	4.0187516
incR1529	SLC14A2-AS1:6	1.0213426	1.8111275	1.5266119	2.69259	2.75172	2.064379
incR1530	THRB-AS1:9	1.8352742	2.6626914	1.9718026	3.045115	3.1404686	3.0946903
incR1531	VLDLR-AS1:12	1.4564494	1.1023824	1.1706538	1.6635492	2.36244	1.6655333
TF1	RELA	8.541536	8.66853	8.393459	8.525222	8.450988	8.803338
TF2	STAT3	7.392086	7.694097	7.496339	7.487612	7.332617	7.537051
TF3	STAT5A	4.759438	4.681675	4.632757	4.792708	4.604263	4.781927
TF4	STAT5B	5.201028	5.041712	5.511712	5.443866	5.622433	5.248107
TF15	HIF1A	1.6745822	0.9294378	0.8408892	2.3810606	2.0854297	3.100571
